Dia;Hora;Mes;Anyo;Lluvia;Temperatura_Max;Temperatura_Min;Evaporacion;Cota_guadalhorce;Volumen_embalsado_guadalhorce;Variacion_volumen_guadalhorce;Tiempo_desembalse_guadalhorce;Caudal_desembalse_guadalhorce;Filtracion_guadalhorce;Volumen_desembalse_guadalhorce;Salinidad_guadalhorce;Toneladas_sal_guadalhorce;Volumen_evaporado_guadalhorce;Aportacion_aparente_guadalhorce;Cota_guadalteba;Volumen_embalsado_guadalteba;Variacion_volumen_guadalteba;Tiempo_desembalse_guadalteba;Caudal_desembalse_guadalteba;Filtraciones_guadalteba;Volumen_desembalse_guadalteba;Salinidad_guadalteba;Toneladas_sal_guadalteba;Volumen_evaporado_guadalteba;Aportacion_aparente_guadalteba;Volumen_total_guadalhorce_guadalteba;Variacion_total_guadalhorce_guadalteba;Desembalse_total_guadalhorce_guadalteba;Aportacion_aparente_total_guadalhorce_guadalteba;Cota_conde;Volumen_embalsado_conde;Variacion_volumen_conde;Filtraciones_conde;Volumen_desembalse_conde;Salinidad_conde;Toneladas_sal_conde;Volumen_evaporado_conde;Aportacion_aparente_conde;Volumen_total_guadalhorce_guadalteba_conde;Variacion_total_guadalhorce_guadalteba_conde;Desembalse_total_guadalhorce_guadalteba_conde;Aportacion_aparente_total_guadalhorce_guadalteba_conde;Caudal_total_demandas;Volumen_total_demandas;Salinidad_mezcla;Toneladas_sal_mezcla;Cota_gaitanejo;Volumen_gaitanejo;Volumen_central-reversible_tajo;Volumen_total_gaitanejo_tajo;Variacion_total_gaitanejo_tajo;Caudal_abastencimiento;Horas_abastecimiento;Min_abastecimiento;Volumen_abasteciemiento;Caudal_riego;Horas_riego;Min_riego;Volumen_riego;Caudal_ecologico;Horas_ecologico;Min_ecologico;Volumen_ecologico;Agua_sobrante;Total_volumen_abastecido;Aportacion_guadalhorce_tajo;Aportacion_arroyos_tajo;Total_aportacion;;;;;;;;;;;;;
11;8:00;01;2014;0,3;13;9;1,4;360,16;111,342;0,066;;;0,020;0,020;1950;39;0,009;0,086;360,55;140,456;-0,074;3:00;9;;0,095;;0;0,010;0,021;251,798;-0,008;0,115;0,107;335,95;43,420;0,000;0,004;0,004;;;0,005;0,004;295,218;-0,008;0,119;0,111;1,95;0,168;;0;;;;;;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;;;;;;;;;;;;;;
12;8:00;01;2014;;14;7;1,3;360,17;111,408;0,066;;;0,020;0,020;1950;39;0,009;0,086;360,53;140,308;-0,148;6:00;9;;0,191;;0;0,010;0,043;251,716;-0,082;0,211;0,129;335,96;43,458;0,038;0,004;0,004;;;0,005;0,042;295,174;-0,044;0,215;0,171;1,95;0,168;;0;;;;;;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;;;;;;;;;;;;;;
13;8:00;01;2014;;16;7;1,1;360,18;111,474;0,066;;;0,020;0,020;1950;39;0,007;0,086;360,49;140,012;-0,296;9:00;9;;0,292;;0;0,008;-0,004;251,486;-0,230;0,312;0,082;335,96;43,458;0,000;0,004;0,004;;;0,004;0,004;294,944;-0,230;0,316;0,086;1,95;0,168;807;136;301,58;0,117;-0,070;0,047;#ÁVALOR!;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;;;;;;;;;;;;;;
14;8:00;01;2014;3,5;11;6;0,6;360,18;111,474;0,000;3:07;8,9;0,020;0,120;2001;240;0,004;0,120;360,46;139,790;-0,222;7:00;8,8;;0,223;;0;0,004;0,001;251,264;-0,222;0,343;0,121;335,96;43,458;0,000;0,004;0,004;;;0,002;0,004;294,722;-0,222;0,347;0,125;2,65;0,238;842;201;301,41;0,100;0,174;0,274;0,227;1,7;24;0;0,146;0,6;24;0;0,062;0,35;24;0;0,030;0;0,238;;;;;;;;;;;;;;;;
15;8:00;01;2014;0,4;13;7;1,0;360,18;111,474;0,000;3:00;9,0;0,020;0,117;2118;248;0,007;0,117;360,43;139,568;-0,222;7:00;8,8;;0,222;;0;0,007;0,000;251,042;-0,222;0,339;0,117;335,96;43,458;0,000;0,004;0,004;;;0,004;0,004;294,500;-0,222;0,343;0,121;3,65;0,310;831;258;301,32;0,091;0,134;0,225;-0,049;1,7;24;0;0,147;1,6;24;0;0,133;0,35;24;0;0,030;0;0,310;;;;;;;;;;;;;;;;
16;8:00;01;2014;0;14;11;0,8;360,18;111,474;0,000;3:00;9,0;0,020;0,117;2001;234;0,005;0,117;360,41;139,421;-0,147;7:00;8,8;;0,223;;0;0,00588;0,076;250,895;-0,147;0,340;0,193;335,97;43,496;0,038;0,004;0,004;;;0,003;0,042;294,391;-0,109;0,344;0,235;3,65;0,315;842;266;301,47;0,106;0,234;0,340;0,115;1,7;24;0;0,147;1,6;24;0;0,138;0,35;24;0;0,030;0;0,315;;;;;;;;;;;;;;;;
17;8:00;01;2014;1,5;12;5;0,6;360,18;111,474;0,000;3:00;9,0;0,020;0,117;2001;234;0,004;0,117;360,39;139,273;-0,148;9:00;8,8;;0,253;;0;0,00444;0,105;250,747;-0,148;0,370;0,222;335,98;43,534;0,038;0,004;0,004;;;0,002;0,042;294,281;-0,110;0,374;0,264;3,65;0,315;;0;301,84;0,147;0,311;0,458;0,118;1,7;24;0;0,147;1,6;24;0;0,138;0,35;24;0;0,030;0;0,315;;;;;;;;;;;;;;;;
18;8:00;01;2014;6,5;12;5;1,0;360,22;111,738;0,264;;;0,020;0,020;2001;40;0,007;0,284;360,40;139,347;0,074;;;;0,000;;0;0,007;0,074;251,085;0,338;0,020;0,358;335,99;43,572;0,038;0,004;0,004;;;0,004;0,042;294,657;0,376;0,024;0,400;2,35;0,213;;0;;;;;;2,0;24;0;0,171;0,0;24;0;0,012;0,35;24;0;0,030;0;0,213;;;;;;;;;;;;;;;;
19;8:00;01;2014;13;13;7;0,8;360,26;112,003;0,265;7:00;9,0;0,020;0,245;2001;490;0,005;0,510;360,41;139,421;0,074;;;;0,000;;0;0,006;0,074;251,424;0,339;0,245;0,584;336,01;43,648;0,076;0,004;0,004;;;0,003;0,080;295,072;0,415;0,249;0,664;2,35;0,203;;0;;;;;;2,0;24;0;0,173;0,0;24;0;0,000;0,35;24;0;0,030;0;0,203;;;;;;;;;;;;;;;;
20;8:00;01;2014;0,9;11;5;1,1;360,31;112,335;0,332;7:00;9,0;0,020;0,245;2103;515;0,007;0,577;360,43;139,568;0,147;;;;0,000;281;0;0,008;0,147;251,903;0,479;0,245;0,724;336,12;44,068;0,420;0,004;0,004;;;0,004;0,424;295,971;0,899;0,249;1,148;2,35;0,203;994;202;300,86;0,049;0,249;0,298;#ÁVALOR!;2,0;24;0;0,173;0,0;24;0;0,000;0,35;24;0;0,030;0;0,203;;;;;;;;;;;;;;;;
21;8:00;01;2014;;10;4;0,9;360,26;112,003;-0,332;20:00;9,0;0,020;0,694;2118;1.470;0,006;0,362;360,45;139,716;0,148;;;;0,008;;0;0,007;0,156;251,719;-0,184;0,702;0,518;336,19;44,336;0,268;0,004;0,004;;;0,003;0,272;296,055;0,084;0,706;0,790;9;0,658;1299;854;301,47;0,106;0,357;0,463;0,165;2,0;24;0;0,173;0,0;24;0;0,000;7;24;0;0,485;0;0,658;;;;;;;;;;;;;;;;
22;8:00;01;2014;10,2;11;5;1,0;360,17;111,408;-0,595;23:59;9,0;0,020;0,795;2129;1.693;0,007;0,200;360,48;139,938;0,222;;;;0,000;;0;0,007;0,222;251,346;-0,373;0,795;0,422;336,24;44,528;0,192;0,004;0,004;;;0,004;0,196;295,874;-0,181;0,799;0,618;9;0,778;1556;1.210;301,79;0,139;0,514;0,653;0,190;2,0;24;0;0,173;0,0;24;0;0,000;7;24;0;0,605;0;0,778;;;;;;;;;;;;;;;;
23;8:00;01;2014;0,8;13;7;1,8;360,15;111,276;-0,132;23:59;9,0;0,020;0,796;2118;1.686;0,012;0,664;360,50;140,085;0,147;;;;0,000;;0;0,013;0,147;251,361;0,015;0,796;0,811;336,27;44,644;0,116;0,004;0,004;;;0,007;0,120;296,005;0,131;0,800;0,931;8,8;0,762;;1;301,89;0,155;0,730;0,885;0,232;1,8;24;0;0,157;0,0;24;0;0,000;7;24;0;0,605;0;0,762;;;;;;;;;;;;;;;;
24;8:00;01;2014;;13;3;2,1;360,07;110,749;-0,527;23:59;9,0;0,020;0,797;2094;1.669;0,014;0,270;360,51;140,159;0,074;;;;0,000;;0;0,016;0,074;250,908;-0,453;0,797;0,344;336,32;44,836;0,192;0,004;0,004;;;0,008;0,196;295,744;-0,261;0,801;0,540;8,8;0,760;;1;301,44;0,103;0,618;0,721;-0,164;1,8;24;0;0,156;0,0;24;0;0,000;7;24;0;0,605;0;0,760;;;;;;;;;;;;;;;;
25;8:00;01;2014;;14;3;1,1;359,98;110,158;-0,591;1,026388889;9,0;0,020;0,799;2090;1.670;0,007;0,208;360,53;140,308;0,149;;;;0,000;;0;0,008;0,149;250,466;-0,442;0,799;0,357;336,36;44,991;0,155;0,004;0,004;;;0,004;0,159;295,457;-0,287;0,803;0,516;8,8;0,760;;1;;;;;;1,8;24;0;0,156;0,0;24;0;0,000;7;24;0;0,605;0;0,760;;;;;;;;;;;;;;;;
26;8:00;01;2014;;15;5;1,3;359,89;109,570;-0,588;23:59;9,0;0,020;0,801;2085;1.670;0,008;0,213;360,55;140,456;0,148;;;;0,000;;0;0,010;0,148;250,026;-0,440;0,801;0,361;336,39;45,107;0,116;0,004;0,004;;;0,005;0,120;295,133;-0,324;0,805;0,481;8,8;0,760;;1;;;;;;1,8;24;0;0,156;0,0;24;0;0,000;7;24;0;0,605;0;0,760;;;;;;;;;;;;;;;;
27;8:00;01;2014;;17;3;1,7;359,79;108,919;-0,651;23:59;9,0;0,020;0,801;2083;1.668;0,011;0,150;360,57;140,604;0,148;;;;0,000;;0;0,013;0,148;249,523;-0,503;0,801;0,298;336,41;45,185;0,078;0,004;0,004;;;0,007;0,082;294,708;-0,425;0,805;0,380;8,8;0,760;2024;1.539;301,83;0,146;0,179;0,325;#ÁVALOR!;1,8;24;0;0,156;0,0;24;0;0,000;7;24;0;0,605;0;0,760;;;;;;;;;;;;;;;;
28;8:00;01;2014;0;15;6;2,0;359,70;108,336;-0,583;23:41;9,0;0,020;0,792;2141;1.696;0,013;0,209;360,58;140,678;0,074;;;;0,000;;0;0,015;0,074;249,014;-0,509;0,792;0,283;336,43;45,262;0,077;0,004;0,004;;;0,008;0,081;294,276;-0,432;0,796;0,364;8,8;0,760;;1;301,87;0,152;0,070;0,222;-0,103;1,8;24;0;0,156;0,0;24;0;0,000;7;24;0;0,605;0;0,760;;;;;;;;;;;;;;;;
29;8:00;01;2014;3,4;12;6;0,9;359,62;107,820;-0,516;22:40;9,0;0,020;0,754;2118;1.597;0,006;0,238;360,60;140,827;0,149;;;;0,000;;0;0,007;0,149;248,647;-0,367;0,754;0,387;336,45;45,340;0,078;0,004;0,004;;;0,004;0,082;293,987;-0,289;0,758;0,469;8,8;0,760;;1;301,53;0,112;0,298;0,410;0,188;1,8;24;0;0,156;0,0;24;0;0,000;7;24;0;0,605;0;0,760;;;;;;;;;;;;;;;;
30;8:00;01;2014;0,9;10;5;1,8;359,63;107,885;0,065;5:15;9,0;0,020;0,190;2118;402;0,012;0,255;360,61;140,901;0,074;;;;0,000;;0;0,013;0,074;248,786;0,139;0,190;0,329;336,46;45,379;0,039;0,004;0,004;;;0,007;0,043;294,165;0,178;0,194;0,372;1,85;0,260;;0;300,94;0,057;0,378;0,435;0,025;1,5;24;0;0,134;0,0;24;0;0,000;0,35;24;0;0,126;0;0,260;;;;;;;;;;;;;;;;
31;8:00;01;2014;0,2;10;4;1,1;359,61;107,756;-0,129;18:00;5,1;0,020;0,350;2118;741;0,007;0,221;360,63;141,049;0,148;;;;0,002;;;0,00814;0,150;248,805;0,019;0,352;0,371;336,48;45,456;0,077;0,004;0,004;;;0,004;0,081;294,261;0,096;0,356;0,452;1,85;;;;301,89;0,155;0,451;0,606;0,171;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;;;;;;;;;;;;;;
1;8:00;02;2014;2,0;11;8;0,2;359,62;107,820;0,064;5:00;9,0;0,020;0,182;;;0,001;0,246;360,65;141,198;0,149;;;;0,000;;;0,001;0,149;249,018;0,213;0,182;0,395;336,50;45,534;0,078;0,004;0,004;;;0,001;0,082;294,552;0,291;0,186;0,477;1,85;0,160;;0;;;;;;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;;;;;;;;;;;;;;
2;8:00;02;2014;0,6;13;4;1,3;359,68;108,207;0,387;;;0,020;0,020;;0;0,008;0,407;360,66;141,273;0,075;;;;0,000;;0;0,010;0,075;249,480;0,462;0,020;0,482;336,51;45,573;0,039;0,004;0,004;;;0,005;0,043;295,053;0,501;0,024;0,525;1,85;0,160;;0;;;;;;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;;;;;;;;;;;;;;
3;8:00;02;2014;0,1;12;3;1,0;359,72;108,466;0,259;;;0,020;0,020;;0;0,006;0,279;360,68;141,421;0,148;;;;0,000;;0;0,007;0,148;249,887;0,407;0,020;0,427;336,52;45,612;0,039;0,004;0,004;;;0,004;0,043;295,499;0,446;0,024;0,470;1,85;0,160;1685;269;301,60;0,119;0,260;0,379;#ÁVALOR!;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;;;;;;;;;;;;;;
4;8:00;02;2014;0;11;3;1,0;359,76;108,725;0,259;;;0,020;0,020;;0;0,006;0,279;360,70;141,570;0,149;;;;0,000;;0;0,007;0,149;250,295;0,408;0,020;0,428;336,54;45,690;0,078;0,004;0,004;;;0,004;0,082;295,985;0,486;0,024;0,510;1,85;0,160;;0;301,60;0,119;0,190;0,309;-0,070;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;;;;;;;;;;;;;;
5;8:00;02;2014;0,4;12;3;1,5;359,77;108,790;0,065;5:00;12,2;0,020;0,240;2153;517;0,010;0,305;360,72;141,719;0,149;;;;0,000;;0;0,011;0,149;250,509;0,214;0,240;0,454;336,56;45,768;0,078;0,004;0,014;;;0,006;0,092;296,277;0,292;0,254;0,546;1,85;0,160;;0;301,07;0,067;0,315;0,382;0,073;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;;;;;;;;;;;;;;
6;8:00;02;2014;1,5;13;3;0,4;359,78;108,855;0,065;5:00;12,1;0,020;0,238;2118;504;0,003;0,303;360,73;141,794;0,075;;;;0,000;;0;0,003;0,075;250,649;0,140;0,238;0,378;336,59;45,885;0,117;0,004;0,004;;;0,002;0,121;296,534;0,257;0,242;0,499;1,85;0,160;;0;301,20;0,079;0,458;0,537;0,155;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;;;;;;;;;;;;;;
7;8:00;02;2014;2,6;13;7;1,7;359,79;108,919;0,064;5:00;12,1;0,020;0,238;;0;0,011;0,302;360,75;141,943;0,149;;;;0,000;;0;0,013;0,149;250,862;0,213;0,238;0,451;336,61;45,963;0,078;0,004;0,004;;;0,007;0,082;296,825;0,291;0,242;0,533;1,85;0,160;1732;277;301,32;0,091;0,516;0,607;0,070;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;;;;;;;;;;;;;;
8;8:00;02;2014;0;13;5;1,0;359,82;109,114;0,195;5:00;12,3;0,020;0,241;;0;0,007;0,436;360,77;142,093;0,150;;;;0,000;;0;0,008;0,150;251,207;0,345;0,241;0,586;336,63;46,041;0,078;0,004;0,004;;;0,004;0,082;297,248;0,423;0,245;0,668;1,85;0,160;;0;;;;;;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;;;;;;;;;;;;;;
9;8:00;02;2014;2,5;13;4;0,9;359,87;109,440;0,326;;;0,020;0,020;;0;0,006;0,346;360,79;142,242;0,149;;;;0,000;;0;0,007;0,149;251,682;0,475;0,020;0,495;336,69;46,276;0,235;0,004;0,004;;;0,004;0,239;297,958;0,710;0,024;0,734;1,85;0,160;;0;;;;;;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;;;;;;;;;;;;;;
10;8:00;02;2014;12,2;14;7;1,1;360,00;110,289;0,849;;;0,020;0,020;;0;0,007;0,869;360,87;142,837;0,595;;;;0,000;;0;0,008;0,595;253,126;1,444;0,020;1,464;336,79;46,669;0,393;0,004;0,004;;;0,004;0,397;299,795;1,837;0,024;1,861;1,85;0,160;1778;284;301,60;0,119;0,320;0,439;#ÁVALOR!;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;;;;;;;;;;;;;;
11;8:00;02;2014;0,1;10;4;2,3;360,20;111,606;1,317;;;0,020;0,020;2106;42;0,015;1,337;360,94;143,353;0,516;;;;0,000;;0;0,017;0,516;254,959;1,833;0,020;1,853;337,05;47,699;1,030;0,004;0,004;;;0,009;1,034;302,658;2,863;0,024;2,887;1,85;0,160;;0;301,57;0,116;0,175;0,291;-0,148;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;;;;;;;;;;;;;;
12;8:00;02;2014;1,0;13;4;1,0;360,24;111,871;0,265;5:00;12,0;0,020;0,236;;0;0,007;0,501;360,98;143,649;0,296;;;;0,000;;0;0,007;0,296;255,520;0,561;0,236;0,797;337,16;48,138;0,439;0,004;0,004;;;0,004;0,443;303,658;1,000;0,240;1,240;1,85;0,160;;0;301,60;0,119;0,352;0,471;0,180;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;;;;;;;;;;;;;;
13;8:00;02;2014;1,0;14;11;1,0;360,35;112,601;0,730;5:00;12,0;0,020;0,236;;0;0,007;0,966;361,02;143,945;0,296;;;;0,000;;0;0,007;0,296;256,546;1,026;0,236;1,262;337,25;48,498;0,360;0,004;0,004;;;0,004;0,364;305,044;1,386;0,24;1,626;1,85;0,160;;0;301,44;0,103;0,444;0,547;0,076;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;;;;;;;;;;;;;;
14;8:00;02;2014;0;17;10;0,8;360,48;113,470;0,869;;;0,020;0,020;2048;41;0,005;0,889;361,06;144,241;0,296;;;;0,000;;0;0,006;0,296;257,711;1,165;0,020;1,185;337,34;48,860;0,362;0,004;0,004;;;0,003;0,366;306,571;1,527;0,024;1,551;1,85;0,160;;0;301,03;0,064;0,375;0,439;-0,108;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;;;;;;;;;;;;;;
15;8:00;02;2014;;19;9;0,9;360,60;114,275;0,805;5:00;12,0;0,020;0,236;;0;0,006;1,041;361,08;144,389;0,148;;;;0,000;;0;0,007;0,148;258,664;0,953;0,236;1,189;337,42;49,183;0,323;0,004;0,004;;;0,004;0,327;307,847;1,276;0,240;1,516;1,85;0,160;;0;;;;;;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;;;;;;;;;;;;;;
16;8:00;02;2014;0,2;14;7;1,2;360,71;115,018;0,743;;;0,020;0,020;;0;0,008;0,763;361,10;144,538;0,149;;;;0,000;;0;0,00894;0,149;259,556;0,892;0,020;0,912;337,47;49,386;0,203;0,004;0,004;;;0,005;0,207;308,942;1,095;0,024;1,119;1,85;0,160;;0;;;;;;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;;;;;;;;;;;;;;
17;8:00;02;2014;;12;4;0,6;360,81;115,696;0,678;;;0,020;0,020;2048;41;0,004;0,698;361,11;144,612;0,074;;;;0,000;;0;0,00444;0,074;260,308;0,752;0,020;0,772;337,52;49,589;0,203;0,004;0,004;;;0,002;0,207;309,897;0,955;0,024;0,979;1,85;0,160;;0;301,02;0,063;0,263;0,326;#ÁVALOR!;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;;;;;;;;;;;;;;
18;8:00;02;2014;7;11;4;0,3;360,88;116,173;0,477;5:00;12,0;0,020;0,236;2083;492;0,002;0,713;361,11;144,612;0,000;;;;0,000;;0;0,002;0,000;260,785;0,477;0,236;0,713;337,56;49,751;0,162;0,004;0,004;;;0,001;0,166;310,536;0,639;0,240;0,879;1,85;0,160;;0;301,32;0,091;0,390;0,481;0,155;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;;;;;;;;;;;;;;
19;8:00;02;2014;0,3;12;4;0,8;360,98;116,856;0,683;;;0,020;0,020;;0;0,005;0,703;361,11;144,612;0,000;;;;0,000;;0;0,006;0,000;261,468;0,683;0,020;0,703;337,59;49,873;0,122;0,004;0,004;;;0,003;0,126;311,341;0,805;0,024;0,829;1,85;0,160;;0;301,30;0,089;0,238;0,327;-0,154;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;;;;;;;;;;;;;;
