Dia;Hora;Mes;Anyo;Lluvia;Temperatura_Max;Temperatura_Min;Evaporacion;Cota_guadalhorce;Volumen_embalsado_guadalhorce;Variacion_volumen_guadalhorce;Tiempo_desembalse_guadalhorce;Caudal_desembalse_guadalhorce;Filtracion_guadalhorce;Volumen_desembalse_guadalhorce;Salinidad_guadalhorce;Toneladas_sal_guadalhorce;Volumen_evaporado_guadalhorce;Aportacion_aparente_guadalhorce;Cota_guadalteba;Volumen_embalsado_guadalteba;Variacion_volumen_guadalteba;Tiempo_desembalse_guadalteba;Caudal_desembalse_guadalteba;Filtraciones_guadalteba;Volumen_desembalse_guadalteba;Salinidad_guadalteba;Toneladas_sal_guadalteba;Volumen_evaporado_guadalteba;Aportacion_aparente_guadalteba;Volumen_total_guadalhorce_guadalteba;Variacion_total_guadalhorce_guadalteba;Desembalse_total_guadalhorce_guadalteba;Aportacion_aparente_total_guadalhorce_guadalteba;Cota_conde;Volumen_embalsado_conde;Variacion_volumen_conde;Filtraciones_conde;Volumen_desembalse_conde;Salinidad_conde;Toneladas_sal_conde;Volumen_evaporado_conde;Aportacion_aparente_conde;Volumen_total_guadalhorce_guadalteba_conde;Variacion_total_guadalhorce_guadalteba_conde;Desembalse_total_guadalhorce_guadalteba_conde;Aportacion_aparente_total_guadalhorce_guadalteba_conde;Caudal_total_demandas;Volumen_total_demandas;Salinidad_mezcla;Toneladas_sal_mezcla;Cota_gaitanejo;Volumen_gaitanejo;Volumen_central-reversible_tajo;Volumen_total_gaitanejo_tajo;Variacion_total_gaitanejo_tajo;Caudal_abastencimiento;Horas_abastecimiento;Min_abastecimiento;Volumen_abasteciemiento;Caudal_riego;Horas_riego;Min_riego;Volumen_riego;Caudal_ecologico;Horas_ecologico;Min_ecologico;Volumen_ecologico;Agua_sobrante;Total_volumen_abastecido;Aportacion_guadalhorce_tajo;Aportacion_arroyos_tajo;Total_aportacion;;;;;;;;;;;;;
15;8:00;04;2014;0;25;14;5,9;361,86;122,998;-0,071;3:00;3,2;0,020;0,055;;0;0,042;-0,016;361,86;150,263;-0,077;4:00;9,6;;0,138;;0;0,045;0,061;273,261;-0,148;0,193;0,045;338,23;52,521;0,042;0,004;0,004;;;0,025;0,046;325,782;-0,106;0,197;0,091;2,15;0,186;;0;301,18;0,077;0,313;0,390;0,111;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;;;;;;;;;;;;;;
16;8:00;04;2014;0;24;14;4,2;361,85;122,927;-0,071;3:00;3,2;0,020;0,055;;0;0,030;-0,016;361,85;150,187;-0,076;4:00;9,6;;0,138;;0;0,03192;0,062;273,114;-0,147;0,193;0,046;338,24;52,563;0,042;0,004;0,004;;;0,018;0,046;325,677;-0,105;0,197;0,092;2,15;0,186;796;148;301,28;0,087;0,351;0,438;0,048;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;;;;;;;;;;;;;;
17;8:00;04;2014;;26;13;3,4;361,85;122,927;0,000;6:00;3,0;0,020;0,085;;0;0,024;0,085;361,85;150,187;0,000;6:00;12;;0,259;;0;0,02584;0,259;273,114;0,000;0,344;0,344;338,25;52,605;0,042;0,004;0,004;;;0,014;0,046;325,719;0,042;0,348;0,390;2,15;0,186;;0;;;;;;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;;;;;;;;;;;;;;
18;8:00;04;2014;;26;13;5,1;361,84;122,856;-0,071;;;0,020;0,020;;0;0,036;-0,051;361,84;150,111;-0,076;;;;0,000;;0;0,039;-0,076;272,967;-0,147;0,020;-0,127;338,25;52,605;0,000;0,004;0,004;;;0,021;0,004;325,572;-0,147;0,024;-0,123;2,15;0,186;;0;;;;;;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;;;;;;;;;;;;;;
19;8:00;04;2014;;26;14;6,7;361,83;122,785;-0,071;6:00;3,0;0,020;0,085;;0;0,048;0,014;361,83;150,034;-0,077;6:00;12;;0,259;;0;0,052;0,182;272,819;-0,148;0,344;0,196;338,25;52,605;0,000;0,004;0,004;;;0,028;0,004;325,424;-0,148;0,348;0,200;2,15;0,186;;0;;;;;;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;;;;;;;;;;;;;;
20;8:00;04;2014;0,2;26;15;1,8;361,83;122,785;0,000;;;0,020;0,020;;0;0,013;0,020;361,83;150,034;0,000;;;;0,000;;0;0,014;0,000;272,819;0,000;0,020;0,020;338,26;52,647;0,042;0,004;0,004;;;0,008;0,046;325,466;0,042;0,024;0,066;2,15;0,186;;0;;;;;;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;;;;;;;;;;;;;;
21;8:00;04;2014;12,5;19;10;0,9;361,84;122,856;0,071;4:00;3,0;0,020;0,063;;0;0,006;0,134;361,84;150,111;0,077;4:00;12;;0,173;;0;0,007;0,250;272,967;0,148;0,236;0,384;338,28;52,731;0,084;0,004;0,004;;;0,004;0,088;325,698;0,232;0,240;0,472;2,15;0,186;807;150;301,05;0,066;0,584;0,650;#ÁVALOR!;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;;;;;;;;;;;;;;
22;8:00;04;2014;12,8;15;11;0,3;361,86;122,998;0,142;;;0,020;0,020;;0;0,002;0,162;361,86;150,263;0,152;;;;0,000;;0;0,002;0,152;273,261;0,294;0,020;0,314;338,30;52,815;0,084;0,004;0,004;;;0,001;0,088;326,076;0,378;0,024;0,402;2,15;0,186;;0;301,03;0,064;0,428;0,492;-0,158;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;;;;;;;;;;;;;;
23;8:00;04;2014;;20;11;2,6;361,88;123,141;0,143;;;0,020;0,020;;0;0,019;0,163;361,88;150,416;0,153;;;;0,000;;0;0,020;0,153;273,557;0,296;0,020;0,316;338,32;52,900;0,085;0,004;0,004;;;0,011;0,089;326,457;0,381;0,024;0,405;2,15;0,186;;0;301,10;0,070;0,260;0,330;-0,162;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;;;;;;;;;;;;;;
24;8:00;04;2014;;21;13;4,2;361,89;123,212;0,071;;;0,020;0,020;;0;0,030;0,091;361,89;150,493;0,077;;;;0,000;;0;0,032;0,077;273,705;0,148;0,020;0,168;338,35;53,026;0,126;0,004;0,004;;;0,018;0,130;326,731;0,274;0,024;0,298;2,15;0,186;831;154;301,17;0,076;0,195;0,271;-0,059;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;;;;;;;;;;;;;;
25;8:00;04;2014;;20;9;3,9;361,90;123,283;0,071;;;0,020;0,020;;0;0,028;0,091;361,90;150,569;0,076;;;;0,000;;0;0,030;0,076;273,852;0,147;0,020;0,167;338,37;53,111;0,085;0,004;0,004;;;0,017;0,089;326,963;0,232;0,024;0,256;2,15;0,186;;0;301,24;0,083;0,070;0,153;-0,118;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;;;;;;;;;;;;;;
26;8:00;04;2014;;18;10;4,4;361,89;123,212;-0,071;;;0,020;0,020;;0;0,031;-0,051;361,89;150,493;-0,076;23:00;3,5;;0,290;;0;0,033;0,214;273,705;-0,147;0,310;0,163;338,39;53,196;0,085;0,004;0,004;;;0,019;0,089;326,901;-0,062;0,314;0,252;2,15;0,186;;0;;;;;;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;;;;;;;;;;;;;;
27;8:00;04;2014;;22;11;5,4;361,88;123,141;-0,071;;;0,020;0,020;;0;0,038;-0,051;361,88;150,416;-0,077;"24;00";3,5;;0,302;;0;0,042;0,225;273,557;-0,148;0,322;0,174;338,41;53,280;0,084;0,004;0,004;;;0,023;0,088;326,837;-0,064;0,326;0,262;2,15;0,186;;0;;;;;;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;;;;;;;;;;;;;;
28;8:00;04;2014;;24;13;5,2;361,86;122,998;-0,143;;;0,020;0,020;;0;0,037;-0,123;361,86;150,263;-0,153;"24;00";3,5;;0,302;;0;0,040;0,149;273,261;-0,296;0,322;0,026;338,42;53,323;0,043;0,004;0,004;;;0,022;0,047;326,584;-0,253;0,326;0,073;2,15;0,186;796;148;302,00;0,160;0,354;0,514;#ÁVALOR!;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;;;;;;;;;;;;;;
29;8:00;04;2014;;26;12;5,3;361,88;123,141;0,143;;;0,020;0,020;1849;1.849;0,038;0,163;361,88;150,416;0,153;;;;0,000;;0;0,041;0,153;273,557;0,296;0,020;0,316;338,43;53,365;0,042;0,004;0,004;;;0,022;0,046;326,922;0,338;0,024;0,362;2,15;0,186;;0;301,89;0,155;0,266;0,421;-0,093;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;;;;;;;;;;;;;;
30;8:00;04;2014;;28;13;5,6;361,86;122,998;-0,143;"4;00";3,5;0,020;0,070;;0;0,040;-0,073;361,86;150,263;-0,153;5:00;11,1;;0,200;;0;0,043;0,047;273,261;-0,296;0,270;-0,026;338,44;53,408;0,043;0,004;0,004;;;0,024;0,047;326,669;-0,253;0,274;0,021;2,35;0,202;;0;301,90;0,156;0,382;0,538;0,117;2,0;23;0;0,172;0,0;24;0;0,000;0,35;24;0;0,030;0;0,202;;;;;;;;;;;;;;;;
1;8:00;05;2014;;29;14;6,7;361,86;122,998;0,000;;;0,020;0,020;;0;0,048;0,020;361,86;150,263;0,000;;;;0,000;;0;0,051;0,000;273,261;0,000;0,020;0,020;338,45;53,450;0,042;0,004;0,008;;;0,028;0,050;326,711;0,042;0,028;0,070;2,30;0,199;;0;;;;;;2,0;24;0;0,173;0,0;24;0;0,000;0,30;24;0;0,026;0;0,199;;;;;;;;;;;;;;;;
2;8:00;05;2014;;27;9;5,1;361,86;122,998;0,000;;;0,020;0,020;;0;0,036;0,020;361,86;150,263;0,000;;;;0,000;;0;0,039;0,000;273,261;0,000;0,020;0,020;338,46;53,493;0,043;0,004;0,004;;;0,022;0,047;326,754;0,043;0,024;0,067;2,30;0,199;;0;301,89;0,155;0,338;0,493;#ÁVALOR!;2,0;24;0;0,173;0,0;24;0;0,000;0,30;24;0;0,026;0;0,199;;;;;;;;;;;;;;;;
3;8:00;05;2014;;30;14;6,1;361,84;122,856;-0,142;;;0,020;0,020;;0;0,043;-0,122;361,84;150,111;-0,152;18:00;3;;0,194;;0;0,046;0,042;272,967;-0,294;0,214;-0,080;338,46;53,493;0,000;0,004;0,004;;;0,026;0,004;326,460;-0,294;0,218;-0,076;2,30;0,199;;0;;;;;;2,0;24;0;0,173;0,0;24;0;0,000;0,30;24;0;0,026;0;0,199;;;;;;;;;;;;;;;;
4;8:00;05;2014;;30;14;6,2;361,83;122,785;-0,071;;;0,020;0,020;;0;0,044;-0,051;361,83;150,034;-0,077;"24;00";3;;0,294;;0;0,048;0,217;272,819;-0,148;0,314;0,166;338,46;53,493;0,000;0,004;0,004;;;0,027;0,004;326,312;-0,148;0,318;0,170;2,30;0,199;;0;;;;;;2,0;24;0;0,173;0,0;24;0;0,000;0,30;24;0;0,026;0;0,199;;;;;;;;;;;;;;;;
5;8:00;05;2014;;30;9;11,1;361,82;122,714;-0,071;;;0,020;0,020;;0;0,079;-0,051;361,82;149,958;-0,076;"24;00";3;;0,294;;0;0,084;0,218;272,672;-0,147;0,314;0,167;338,47;53,535;0,042;0,004;0,004;;;0,047;0,046;326,207;-0,105;0,318;0,213;2,30;0,199;772;153;302,00;0,160;0,460;0,620;#ÁVALOR!;2,0;24;0;0,173;0,0;24;0;0,000;0,30;24;0;0,026;0;0,199;;;;;;;;;;;;;;;;
6;8:00;05;2014;;24;16;8,5;361,80;122,572;-0,142;5:00;3,3;0,020;0,079;1439;114;0,060;-0,063;361,80;149,805;-0,153;18.00;3,7;;0,253;;0;0,065;0,100;272,377;-0,295;0,332;0,037;338,47;53,535;0,000;0,004;0,004;;;0,036;0,004;325,912;-0,295;0,336;0,041;3,90;0,331;;0;302,02;0,160;0,556;0,716;0,096;1,8;23;0;0,156;1,8;23;0;0,149;0,30;24;0;0,026;0;0,331;;;;;;;;;;;;;;;;
7;8:00;05;2014;;26;14;11,2;361,78;122,431;-0,141;"5;00";3,3;0,020;0,079;1802;142;0,079;-0,062;361,78;149,653;-0,152;;;;0,000;;0;0,085;-0,152;272,084;-0,293;0,079;-0,214;338,46;53,493;-0,042;0,004;0,004;;;0,047;-0,038;325,577;-0,335;0,083;-0,252;4,10;0,345;761;263;301,90;0,156;0,357;0,513;-0,203;1,8;24;0;0,156;2,0;12;0;0,164;0,30;24;0;0,026;0;0,345;;;;;;;;;;;;;;;;
8;8:00;05;2014;;30;9;5,2;361,76;122,289;-0,142;5:00;3,3;0,020;0,079;1814;143;0,037;-0,063;361,76;149,501;-0,152;"18;00";3,7;;0,253;;0;0,040;0,101;271,790;-0,294;0,332;0,038;338,46;53,493;0,000;0,004;0,004;;;0,022;0,004;325,283;-0,294;0,336;0,042;4,70;0,399;;0;302,00;0,160;0,276;0,436;-0,077;1,8;24;0;0,156;2,6;19;0;0,218;0,30;24;0;0,026;0;0,399;;;;;;;;;;;;;;;;
9;8:00;05;2014;;26;15;6,0;361,74;122,147;-0,142;5:00;4,3;0,020;0,097;;0;0,043;-0,045;361,74;149,348;-0,153;18.00;4,9;;0,318;;0;0,046;0,165;271,495;-0,295;0,415;0,120;338,46;53,493;0,000;0,004;0,004;;;0,026;0,004;324,988;-0,295;0,419;0,124;4,50;0,392;772;303;302,04;0,160;0,319;0,479;0,043;1,8;24;0;0,156;2,4;19;0;0,211;0,30;24;0;0,026;0;0,392;;;;;;;;;;;;;;;;
10;8:00;05;2014;;25;16;7,5;361,71;121,935;-0,212;5:00;4,3;0,020;0,097;;0;0,053;-0,115;361,71;149,120;-0,228;18.00;4,4;;0,285;;0;0,057;0,057;271,055;-0,440;0,382;-0,058;338,45;53,450;-0,043;0,004;0,004;;;0,032;-0,039;324,505;-0,483;0,386;-0,097;4,50;0,389;;0;;;;;;1,8;24;0;0,156;2,4;24;0;0,207;0,30;24;0;0,026;0;0,389;;;;;;;;;;;;;;;;
11;8:00;05;2014;;28;17;9,0;361,68;121,723;-0,212;;;0,020;0,020;;0;0,064;-0,192;361,68;148,893;-0,227;"24;00";4,4;;0,380;;0;0,068;0,153;270,616;-0,439;0,400;-0,039;338,45;53,450;0,000;0,004;0,004;;;0,038;0,004;324,066;-0,439;0,404;-0,035;4,50;0,389;;0;;;;;;1,8;24;0;0,156;2,4;24;0;0,207;0,30;24;0;0,026;0;0,389;;;;;;;;;;;;;;;;
12;8:00;05;2014;;32;17;4,4;361,66;121,582;-0,141;;;0,020;0,020;;0;0,031;-0,121;361,66;148,741;-0,152;"24;00";4,4;;0,380;;0;0,033;0,228;270,323;-0,293;0,400;0,107;338,45;53,450;0,000;0,004;0,004;;;0,018;0,004;323,773;-0,293;0,404;0,111;4,50;0,389;725;282;302,03;0,160;0,259;0,419;#ÁVALOR!;1,8;24;0;0,156;2,4;24;0;0,207;0,30;24;0;0,026;0;0,389;;;;;;;;;;;;;;;;
13;8:00;05;2014;;29;16;7,0;361,63;121,371;-0,211;5:00;4,3;0,020;0,097;1837;178;0,049;-0,114;361,63;148,513;-0,228;18:00;4,8;;0,311;;0;0,053;0,083;269,884;-0,439;0,408;-0,031;338,46;53,493;0,043;0,004;0,009;;;0,030;0,052;323,377;-0,396;0,417;0,021;4,50;0,389;714;278;302,04;0,160;0,332;0,492;0,073;1,8;24;0;0,156;2,4;24;0;0,207;0,30;24;0;0,026;0;0,389;;;;;;;;;;;;;;;;
14;8:00;05;2014;;23;16;6,0;361,60;121,160;-0,211;4:00;5,4;0,020;0,098;;0;0,042;-0,113;361,60;148,286;-0,227;18:00;4,8;;0,311;;0;0,045;0,084;269,446;-0,438;0,409;-0,029;338,46;53,493;0,000;0,004;0,004;;;0,026;0,004;322,939;-0,438;0,413;-0,025;4,50;0,389;702;273;302,02;0,160;0,295;0,455;-0,037;1,8;24;0;0,156;2,4;24;0;0,207;0,30;24;0;0,026;0;0,389;;;;;;;;;;;;;;;;
15;8:00;05;2014;;21;15;9,5;361,57;120,949;-0,211;4:00;5,4;0,020;0,098;;0;0,067;-0,113;361,57;148,059;-0,227;18:00;4,4;;0,285;;0;0,072;0,058;269,008;-0,438;0,383;-0,055;338,46;53,493;0,000;0,004;0,004;;;0,041;0,004;322,501;-0,438;0,387;-0,051;4,50;0,389;;0;;;;;;1,8;24;0;0,156;2,4;24;0;0,207;0,30;24;0;0,026;0;0,389;;;;;;;;;;;;;;;;
16;8:00;05;2014;;21;14;5,2;361,53;120,668;-0,281;;;0,020;0,020;1837;37;0,037;-0,261;361,53;147,757;-0,302;"24;00";4,4;;0,380;;0;0,03926;0,078;268,425;-0,583;0,400;-0,183;338,45;53,450;-0,043;0,004;0,004;;;0,022;-0,039;321,875;-0,626;0,404;-0,222;4,50;0,389;690;268;302,03;0,160;0,284;0,444;#ÁVALOR!;1,8;24;0;0,156;2,4;24;0;0,207;0,30;24;0;0,026;0;0,389;;;;;;;;;;;;;;;;
17;8:00;05;2014;;21;15;8,2;361,50;120,458;-0,210;5:00;4,3;0,020;0,097;;0;0,057;-0,113;361,50;147,531;-0,226;18:00;4,5;;0,292;;0;0,061773333;0,066;267,989;-0,436;0,389;-0,047;338,45;53,450;0,000;0,004;0,004;;;0,034;0,004;321,439;-0,436;0,393;-0,043;4,50;0,389;;0;;;;;;1,8;24;0;0,156;2,4;24;0;0,207;0,30;24;0;0,026;0;0,389;;;;;;;;;;;;;;;;
18;8:00;05;2014;;21;15;4,1;361,47;120,248;-0,210;;;0,020;0,020;;0;0,029;-0,190;361,47;147,305;-0,226;"24;00";4,5;;0,389;;0;0,031;0,163;267,553;-0,436;0,409;-0,027;338,44;53,408;-0,042;0,004;0,004;;;0,017;-0,038;320,961;-0,478;0,413;-0,065;4,50;0,389;;0;;;;;;1,8;24;0;0,156;2,4;24;0;0,207;0,30;24;0;0,026;0;0,389;;;;;;;;;;;;;;;;
19;8:00;05;2014;;21;14;5,5;361,44;120,038;-0,210;;;0,020;0,020;;0;0,038;-0,190;361,44;147,079;-0,226;"24;00";4,5;;0,389;;0;0,041;0,163;267,117;-0,436;0,409;-0,027;338,44;53,408;0,000;0,004;0,004;;;0,024;0,004;320,525;-0,436;0,413;-0,023;4,50;0,389;620;241;302,04;0,160;0,291;0,451;#ÁVALOR!;1,8;24;0;0,156;2,4;24;0;0,207;0,30;24;0;0,026;0;0,389;;;;;;;;;;;;;;;;
20;8:00;05;2014;;24;14;5,2;361,41;119,829;-0,209;5:00;6,7;0,020;0,150;;0;0,036;-0,059;361,41;146,853;-0,226;18:00;4;;0,259;;0;0,039;0,033;266,682;-0,435;0,409;-0,026;338,43;53,365;-0,043;0,004;0,004;;;0,022;-0,039;320,047;-0,478;0,413;-0,065;4,30;0,375;;0;302,02;0,160;0,364;0,524;0,073;1,8;24;0;0,156;2,2;22;0;0,194;0,30;24;0;0,026;0;0,375;;;;;;;;;;;;;;;;
21;8:00;05;2014;5;22;14;6,2;361,38;119,620;-0,209;;;0,020;0,120;1814;218;0,043;-0,089;361,38;146,628;-0,225;;;;0,275;;0;0,046;0,050;266,248;-0,434;0,395;-0,039;338,42;53,323;-0,042;0,004;0,004;;;0,026;-0,038;319,571;-0,476;0,399;-0,077;4,30;0,372;725;269;301,91;0,157;0,422;0,579;0,055;1,8;24;0;0,156;2,2;24;0;0,190;0,30;24;0;0,026;0;0,372;;;;;;;;;;;;;;;;
22;8:00;05;2014;0;20;12;2,6;361,36;119,480;-0,140;;;0,020;0,120;;0;0,018;-0,020;361,36;146,478;-0,150;;;;0,232;;0;0,020;0,082;265,958;-0,290;0,352;0,062;338,42;53,323;0,000;0,004;0,004;;;0,011;0,004;319,281;-0,290;0,356;0,066;4,00;0,347;725;252;301,91;0,157;0,340;0,497;-0,082;1,8;24;0;0,156;1,9;22;0;0,166;0,30;24;0;0,026;0;0,347;;;;;;;;;;;;;;;;
23;8:00;05;2014;;22;11;5,0;361,33;119,272;-0,208;;;0,020;0,122;;0;0,035;-0,086;361,33;146,253;-0,225;;;;0,235;;0;0,037;0,010;265,525;-0,433;0,357;-0,076;338,42;53,323;0,000;0,004;0,004;;;0,021;0,004;318,848;-0,433;0,361;-0,072;4,00;0,346;784;271;302,08;0,160;0,317;0,477;-0,02;1,8;24;0;0,156;1,9;24;0;0,164;0,30;24;0;0,026;0;0,346;;;;;;;;;;;;;;;;
24;8:00;05;2014;;22;11;4,3;361,31;119,133;-0,139;;;0,020;0,102;;0;0,030;-0,037;361,31;146,103;-0,150;;;;0,230;;0;0,032;0,080;265,236;-0,289;0,332;0,043;338,42;53,323;0,000;0,004;0,004;;;0,018;0,004;318,559;-0,289;0,336;0,047;3,80;0,322;;0;;;;;;1,8;24;0;0,156;1,7;23;0;0,141;0,30;24;0;0,026;0;0,322;;;;;;;;;;;;;;;;
25;8:00;05;2014;5,1;22;11;2,3;361,30;119,063;-0,070;;;0,020;0,105;;0;0,016;0,035;361,30;146,029;-0,074;;;;0,000;;0;0,017;-0,074;265,092;-0,144;0,105;-0,039;338,37;53,111;-0,212;0,004;0,160;;;0,010;-0,052;318,203;-0,356;0,265;-0,091;3,80;0,328;;0;;;;;;1,8;24;0;0,156;1,7;24;0;0,147;0,30;24;0;0,026;0;0,328;;;;;;;;;;;;;;;;
26;8:00;05;2014;;23;10;3,5;361,30;119,063;0,000;;;0,020;0,105;;0;0,024;0,105;361,30;146,029;0,000;;;;0,000;;0;0,026;0,000;265,092;0,000;0,105;0,105;338,32;52,900;-0,211;0,004;0,160;;;0,015;-0,051;317,992;-0,211;0,265;0,054;3,80;0,328;784;257;301,91;0,157;0,183;0,34;#ÁVALOR!;1,8;24;0;0,156;1,7;24;0;0,147;0,30;24;0;0,026;0;0,328;;;;;;;;;;;;;;;;
27;8:00;05;2014;;24;12;6,7;361,28;118,925;-0,138;;;0,020;0,121;1778;215;0,046;-0,017;361,28;145,879;-0,150;;;;0,267;;0;0,050;0,117;264,804;-0,288;0,388;0,100;338,32;52,900;0,000;0,004;0,004;;;0,028;0,004;317,704;-0,288;0,392;0,104;3,80;0,328;784;257;301,91;0,157;0,281;0,438;0,098;1,8;24;0;0,156;1,7;24;0;0,147;0,30;24;0;0,026;0;0,328;;;;;;;;;;;;;;;;
28;8:00;05;2014;;25;12;4,6;361,25;118,716;-0,209;;;0,020;0,105;;0;0,032;-0,104;361,25;145,655;-0,224;;;;0,234;;0;0,034;0,010;264,371;-0,433;0,339;-0,094;338,32;52,900;0,000;0,004;0,004;;;0,019;0,004;317,271;-0,433;0,343;-0,090;3,80;0,328;761;250;301,90;0,156;0,215;0,371;-0,067;1,8;24;0;0,156;1,7;24;0;0,147;0,30;24;0;0,026;0;0,328;;;;;;;;;;;;;;;;
29;8:00;05;2014;;22;14;4,3;361,23;118,578;-0,138;;;0,020;0,122;;0;0,030;-0,016;361,23;145,505;-0,150;;;;0,268;;0;0,032;0,118;264,083;-0,288;0,390;0,102;338,32;52,900;0,000;0,004;0,004;;;0,018;0,004;316,983;-0,288;0,394;0,106;3,80;0,328;772;253;301,90;0,156;0,218;0,374;0,003;1,8;24;0;0,156;1,7;24;0;0,147;0,30;24;0;0,026;0;0,328;;;;;;;;;;;;;;;;
30;8:00;05;2014;;26;9;5,6;361,20;118,370;-0,208;;;0,020;0,105;;0;0,039;-0,103;361,20;145,282;-0,223;;;;0,229;;0;0,042;0,006;263,652;-0,431;0,334;-0,097;338,31;52,858;-0,042;0,004;0,004;;;0,024;-0,038;316,510;-0,473;0,338;-0,135;3,80;0,328;761;250;302,08;0,160;0,217;0,377;0,003;1,8;24;0;0,156;1,7;24;0;0,147;0,30;24;0;0,026;0;0,328;;;;;;;;;;;;;;;;
31;8:00;05;2014;;28;17;4,5;361,17;118,163;-0,207;;;0,020;0,121;;0;0,031;-0,086;361,17;145,058;-0,224;;;;0,233;;0;0,0336;0,009;263,221;-0,431;0,354;-0,077;338,31;52,858;0,000;0,004;0,004;;;0,019;0,004;316,079;-0,431;0,358;-0,073;4,00;0,343;;0;;;;;;1,8;24;0;0,156;1,9;21;0;0,162;0,30;24;0;0,026;0;0,343;;;;;;;;;;;;;;;;
1;8:00;06;2014;11,3;24;15;3,1;361,18;118,232;0,069;;;0,020;0,105;;0;0,021;0,174;361,18;145,133;0,075;;;;0,000;;0;0,023;0,075;263,365;0,144;0,105;0,249;338,27;52,689;-0,169;0,004;0,200;;;0,013;0,031;316,054;-0,025;0,305;0,280;4,00;0,346;;0;;;;;;1,8;24;0;0,156;1,9;24;0;0,164;0,30;24;0;0,026;0;0,346;;;;;;;;;;;;;;;;
2;8:00;06;2014;2,0;21;13;2,3;361,19;118,301;0,069;;;0,020;0,104;;0;0,016;0,173;361,19;145,207;0,074;;;;0,000;;0;0,017;0,074;263,508;0,143;0,104;0,247;338,22;52,479;-0,210;0,004;0,200;;;0,010;-0,010;315,987;-0,067;0,304;0,237;4,00;0,346;702;243;301,92;0,158;0,027;0,185;#ÁVALOR!;1,8;24;0;0,156;1,9;24;0;0,164;0,30;24;0;0,026;0;0,346;;;;;;;;;;;;;;;;
3;8:00;06;2014;;28;16;4,0;361,16;118,094;-0,207;;;0,020;0,122;1755;214;0,028;-0,085;361,16;144,984;-0,223;;;;0,268;;0;0,030;0,045;263,078;-0,430;0,390;-0,040;338,22;52,479;0,000;0,004;0,004;;;0,017;0,004;315,557;-0,430;0,394;-0,036;3,80;0,330;749;247;301,90;0,156;0,104;0,260;0,075;1,8;24;0;0,156;1,7;22;0;0,149;0,30;24;0;0,026;0;0,330;;;;;;;;;;;;;;;;
4;8:00;06;2014;;29;16;6,0;361,14;117,956;-0,138;;;0,020;0,121;;0;0,041;-0,017;361,14;144,835;-0,149;;;;0,269;;0;0,045;0,120;262,791;-0,287;0,390;0,103;338,22;52,479;0,000;0,004;0,004;;;0,025;0,004;315,270;-0,287;0,394;0,107;3,80;0,328;737;242;301,90;0,156;0,192;0,348;0,088;1,8;24;0;0,156;1,7;24;0;0,147;0,30;24;0;0,026;0;0,328;;;;;;;;;;;;;;;;
5;8:00;06;2014;;29;16;6,8;361,11;117,749;-0,207;;;0,020;0,122;;0;0,047;-0,085;361,11;144,612;-0,223;;;;0,269;;0;0,051;0,046;262,361;-0,430;0,391;-0,039;338,22;52,479;0,000;0,004;0,004;;;0,029;0,004;314,840;-0,430;0,395;-0,035;3,60;0,313;807;253;301,90;0,156;0,171;0,327;-0,021;1,8;24;0;0,156;1,5;21;0;0,132;0,30;24;0;0,026;0;0,313;;;;;;;;;;;;;;;;
6;8:00;06;2014;;28;18;10,0;361,08;117,543;-0,206;;;0,020;0,187;;0;0,069;-0,019;361,08;144,389;-0,223;;;;0,268;;0;0,074;0,045;261,932;-0,429;0,455;0,026;338,21;52,437;-0,042;0,004;0,004;;;0,042;-0,038;314,369;-0,471;0,459;-0,012;3,60;0,311;749;233;302,05;0,160;0,235;0,395;0,068;1,8;24;0;0,156;1,5;24;0;0,130;0,30;24;0;0,026;0;0,311;;;;;;;;;;;;;;;;
7;8:00;06;2014;;28;15;9,0;361,07;117,474;-0,069;;;0,020;0,088;;0;0,062;0,019;361,07;144,315;-0,074;;;;0,236;;0;0,067;0,162;261,789;-0,143;0,324;0,181;338,20;52,395;-0,042;0,004;0,004;;;0,038;-0,038;314,184;-0,185;0,328;0,143;3,60;0,311;;0;;;;;;1,8;24;0;0,156;1,5;24;0;0,130;0,30;24;0;0,026;0;0,311;;;;;;;;;;;;;;;;
