Dia;Hora;Mes;Anyo;Lluvia;Temperatura_Max;Temperatura_Min;Evaporacion;Cota_guadalhorce;Volumen_embalsado_guadalhorce;Variacion_volumen_guadalhorce;Tiempo_desembalse_guadalhorce;Caudal_desembalse_guadalhorce;Filtracion_guadalhorce;Volumen_desembalse_guadalhorce;Salinidad_guadalhorce;Toneladas_sal_guadalhorce;Volumen_evaporado_guadalhorce;Aportacion_aparente_guadalhorce;Cota_guadalteba;Volumen_embalsado_guadalteba;Variacion_volumen_guadalteba;Tiempo_desembalse_guadalteba;Caudal_desembalse_guadalteba;Filtraciones_guadalteba;Volumen_desembalse_guadalteba;Salinidad_guadalteba;Toneladas_sal_guadalteba;Volumen_evaporado_guadalteba;Aportacion_aparente_guadalteba;Volumen_total_guadalhorce_guadalteba;Variacion_total_guadalhorce_guadalteba;Desembalse_total_guadalhorce_guadalteba;Aportacion_aparente_total_guadalhorce_guadalteba;Cota_conde;Volumen_embalsado_conde;Variacion_volumen_conde;Filtraciones_conde;Volumen_desembalse_conde;Salinidad_conde;Toneladas_sal_conde;Volumen_evaporado_conde;Aportacion_aparente_conde;Volumen_total_guadalhorce_guadalteba_conde;Variacion_total_guadalhorce_guadalteba_conde;Desembalse_total_guadalhorce_guadalteba_conde;Aportacion_aparente_total_guadalhorce_guadalteba_conde;Caudal_total_demandas;Volumen_total_demandas;Salinidad_mezcla;Toneladas_sal_mezcla;Cota_gaitanejo;Volumen_gaitanejo;Volumen_central-reversible_tajo;Volumen_total_gaitanejo_tajo;Variacion_total_gaitanejo_tajo;Caudal_abastencimiento;Horas_abastecimiento;Min_abastecimiento;Volumen_abasteciemiento;Caudal_riego;Horas_riego;Min_riego;Volumen_riego;Caudal_ecologico;Horas_ecologico;Min_ecologico;Volumen_ecologico;Agua_sobrante;Total_volumen_abastecido;Aportacion_guadalhorce_tajo;Aportacion_arroyos_tajo;Total_aportacion;;;;;;;;;;;;;
5;8:00;05;2015;;27;16;5,2;360,16;111,342;-0,132;2:00;;0,020;0,085;2200;187;0,034;-0,047;357,66;120,161;-0,265;7:00;;;0,227;;0;0,034;-0,038;231,503;-0,397;0,312;-0,085;338,81;54,994;0,000;0,004;0,004;;;0,022;0,004;286,497;-0,397;0,316;-0,081;4,15;0,359;907;325;301,02;0,063;0,600;0,663;0,027;2,4;24;0;0,207;1,4;23;0;0,121;0,35;24;0;0,030;0;0,359;;;;;;;;;;;;;;;;
6;8:00;05;2015;;23;12;4,3;360,16;111,342;0,000;1:00;;0,020;0,052;2106;110;0,028;0,052;357,64;120,028;-0,133;5:00;;;0,162;;0;0,029;0,029;231,370;-0,133;0,214;0,081;338,81;54,994;0,000;0,004;0,004;;;0,018;0,004;286,364;-0,133;0,218;0,085;4,35;0,376;842;316;301,79;0,139;0,367;0,506;-0,157;2,4;24;0;0,207;1,6;23;0;0,138;0,35;24;0;0,030;0;0,376;;;;;;;;;;;;;;;;
7;8:00;05;2015;;27;13;6,7;360,15;111,276;-0,066;2:00;;0,020;0,085;;0;0,044;0,019;357,62;119,896;-0,132;5:00;;;0,162;;0;0,044;0,030;231,172;-0,198;0,247;0,049;338,81;54,994;0,000;0,004;0,004;;;0,029;0,004;286,166;-0,198;0,251;0,053;4,35;0,376;796;299;301,18;0,077;0,374;0,451;-0,055;2,4;24;0;0,207;1,6;24;0;0,138;0,35;24;0;0,030;0;0,376;;;;;;;;;;;;;;;;
8;8:00;05;2015;;25;14;10,2;360,13;111,144;-0,132;2:00;;0,020;0,085;;0;0,067;-0,047;357,58;119,631;-0,265;6:00;;;0,194;;0;0,068;-0,071;230,775;-0,397;0,279;-0,118;338,80;54,951;-0,043;0,004;0,004;;;0,044;-0,039;285,726;-0,440;0,283;-0,157;4,35;0,376;796;299;301,61;0,120;0,231;0,351;-0,1;2,4;24;0;0,207;1,6;24;0;0,138;0,35;24;0;0,030;0;0,376;;;;;;;;;;;;;;;;
9;8:00;05;2015;;24;14;5,0;360,11;111,012;-0,132;2:00;;0,020;0,085;2176;185;0,033;-0,047;357,56;119,499;-0,132;6:00;;;0,194;;0;0,033;0,062;230,511;-0,264;0,279;0,015;338,78;54,864;-0,087;0,004;0,004;;;0,022;-0,083;285,375;-0,351;0,283;-0,068;4,35;0,376;;0;;;;;;2,4;24;0;0,207;1,6;24;0;0,138;0,35;24;0;0,030;0;0,376;;;;;;;;;;;;;;;;
10;8:00;05;2015;;27;14;8,0;360,08;110,814;-0,198;4:00;;0,020;0,150;2153;323;0,053;-0,048;357,55;119,433;-0,066;;;;0,000;;0;0,053;-0,066;230,247;-0,264;0,150;-0,114;338,73;54,648;-0,216;0,004;0,238;;;0,035;0,022;284,895;-0,480;0,388;-0,092;4,35;0,376;;0;;;;;;2,4;24;0;0,207;1,6;24;0;0,138;0,35;24;0;0,030;0;0,376;;;;;;;;;;;;;;;;
11;8:00;05;2015;;27;14;9,0;360,05;110,617;-0,197;4:00;;0,020;0,150;;0;0,059;-0,047;357,54;119,367;-0,066;;;;0,000;;0;0,059;-0,066;229,984;-0,263;0,150;-0,113;338,69;54,476;-0,172;0,004;0,238;;;0,039;0,066;284,460;-0,435;0,388;-0,047;4,35;0,376;796;299;301,41;0,100;0,368;0,468;#ÁVALOR!;2,4;24;0;0,207;1,6;24;0;0,138;0,35;24;0;0,030;0;0,376;;;;;;;;;;;;;;;;
12;8:00;05;2015;;29;17;9,6;360,02;110,420;-0,197;2:00;;0,020;0,085;2071;176;0,063;-0,112;357,51;119,169;-0,198;9:00;;;0,292;;0;0,063;0,094;229,589;-0,395;0,377;-0,018;338,69;54,476;0,000;0,004;0,004;;;0,041;0,004;284,065;-0,395;0,381;-0,014;4,35;0,381;831;317;300,20;0,000;0,539;0,539;0,071;2,1;24;0;0,184;1,9;X;0;0,167;0,35;24;0;0,030;0;0,381;;;;;;;;;;;;;;;;
13;8:00;05;2015;;29;18;11,8;360,00;110,289;-0,131;3:00;;0,020;0,117;;0;0,077;-0,014;357,47;118,906;-0,263;9:00;;;0,292;;0;0,078;0,029;229,195;-0,394;0,409;0,015;338,69;54,476;0,000;0,004;0,004;;;0,051;0,004;283,671;-0,394;0,413;0,019;4,35;0,376;807;303;300,68;0,035;0,570;0,605;0,066;2,1;24;0;0,181;1,9;24;0;0,164;0,35;24;0;0,030;0;0,376;;;;;;;;;;;;;;;;
14;8:00;05;2015;;32;24;13,6;359,98;110,158;-0,131;3:00;;0,020;0,117;;0;0,089;-0,014;357,43;118,643;-0,263;7:00;;;0,227;;0;0,089;-0,036;228,801;-0,394;0,344;-0,050;338,67;54,390;-0,086;0,004;0,004;;;0,058;-0,082;283,191;-0,480;0,348;-0,132;4,45;0,384;831;319;301,42;0,101;0,514;0,615;0,010;2,1;24;0;0,181;2,0;X;0;0,172;0,35;24;0;0,030;0;0,384;;;;;;;;;;;;;;;;
15;8:00;05;2015;;36;18;9,0;359,96;110,027;-0,131;;;0,020;0,020;;0;0,059;-0,111;357,43;118,643;0,000;;;;0,000;;0;0,059;0,000;228,670;-0,131;0,020;-0,111;338,65;54,304;-0,086;0,004;0,004;;;0,039;-0,082;282,974;-0,217;0,024;-0,193;4,65;0,400;;0;;;;;;2,1;24;0;0,181;2,2;X;0;0,188;0,35;24;0;0,030;0;0,400;;;;;;;;;;;;;;;;
16;8:00;05;2015;;28;16;6,0;359,94;109,896;-0,131;4:00;;0,020;0,150;;0;0,039;0,019;357,43;118,643;0,000;;;;0,000;;0;0,0396;0,000;228,539;-0,131;0,150;0,019;338,60;54,090;-0,214;0,004;0,221;;;0,026;0,007;282,629;-0,345;0,371;0,026;4,85;0,418;;0;;;;;;2,1;24;0;0,181;2,4;X;0;0,206;0,35;24;0;0,030;0;0,418;;;;;;;;;;;;;;;;
17;8:00;05;2015;;25;15;6,5;359,91;109,701;-0,195;5:00;;0,020;0,182;;0;0,042;-0,013;357,43;118,643;0,000;;;;0,000;;0;0,0429;0,000;228,344;-0,195;0,182;-0,013;338,51;53,705;-0,385;0,004;0,308;;;0,028;-0,077;282,049;-0,580;0,490;-0,090;4,85;0,419;;0;;;;;;2,1;24;0;0,181;2,4;24;0;0,207;0,35;24;0;0,030;0;0,419;;;;;;;;;;;;;;;;
18;8:00;05;2015;;25;18;10,0;359,87;109,440;-0,261;5:00;;0,020;0,182;;0;0,065;-0,079;357,43;118,643;0,000;;;;0,000;;0;0,066;0,000;228,083;-0,261;0,182;-0,079;338,44;53,408;-0,297;0,004;0,307;;;0,042;0,010;281,491;-0,558;0,489;-0,069;4,85;0,419;866;363;301,18;0,077;0,550;0,627;#ÁVALOR!;2,1;24;0;0,181;2,4;24;0;0,207;0,35;24;0;0,030;0;0,419;;;;;;;;;;;;;;;;
19;8:00;05;2015;;26;16;4,0;359,86;109,375;-0,065;;;0,020;0,020;;0;0,026;-0,045;357,36;118,184;-0,459;12:00;;;0,392;;0;0,026;-0,067;227,559;-0,524;0,412;-0,112;338,44;53,408;0,000;0,004;0,004;;;0,017;0,004;280,967;-0,524;0,416;-0,108;5,05;0,436;807;352;301,12;0,072;0,550;0,622;-0,005;2,1;24;0;0,181;2,6;X;0;0,224;0,35;24;0;0,030;0;0,436;;;;;;;;;;;;;;;;
20;8:00;05;2015;;28;16;7,1;359,86;109,375;0,000;;;0,020;0,020;;0;0,047;0,020;357,36;118,184;0,000;;;;0,000;;0;0,046;0,000;227,559;0,000;0,020;0,020;338,44;53,408;0,000;0,004;0,004;;;0,031;0,004;280,967;0,000;0,024;0,024;5,05;0,436;;0;301,12;0,072;0,198;0,270;-0,352;2,1;24;0;0,181;2,6;24;0;0,225;0,35;24;0;0,030;0;0,436;;;;;;;;;;;;;;;;
21;8:00;05;2015;1,5;22;16;3,9;359,83;109,179;-0,196;4:00;;0,020;0,150;;0;0,025;-0,046;357,31;117,857;-0,327;10:00;;;0,324;;0;0,026;-0,003;227,036;-0,523;0,474;-0,049;338,44;53,408;0,000;0,004;0,004;;;0,017;0,004;280,444;-0,523;0,478;-0,045;5,05;0,436;796;347;301,22;0,081;0,300;0,381;0,111;2,1;24;0;0,181;2,6;24;0;0,225;0,35;24;0;0,030;0;0,436;;;;;;;;;;;;;;;;
22;8:00;05;2015;;22;15;5,3;359,81;109,049;-0,130;3:00;;0,020;0,117;;0;0,034;-0,013;357,25;117,466;-0,391;14:00;;;0,454;;0;0,035;0,063;226,515;-0,521;0,571;0,050;338,44;53,408;0,000;0,004;0,004;;;0,023;0,004;279,923;-0,521;0,575;0,054;5,05;0,436;842;367;301,93;0,159;0,342;0,501;0,12;2,1;24;0;0,181;2,6;24;0;0,225;0,35;24;0;0,030;0;0,436;;;;;;;;;;;;;;;;
23;8:00;05;2015;;22;10;5,0;359,78;108,855;-0,194;3:00;;0,020;0,117;;0;0,032;-0,077;357,24;117,400;-0,066;5:00;;;0,162;;0;0,033;0,096;226,255;-0,260;0,279;0,019;338,43;53,365;-0,043;0,004;0,004;;;0,022;-0,039;279,620;-0,303;0,283;-0,020;5,05;0,436;;0;;;;;;2,1;24;0;0,181;2,6;24;0;0,225;0,35;24;0;0,030;0;0,436;;;;;;;;;;;;;;;;
24;8:00;05;2015;;23;15;7,0;359,75;108,660;-0,195;4:55;;0,020;0,179;;0;0,046;-0,016;357,23;117,335;-0,065;;;;0,000;;0;0,046;-0,065;225,995;-0,260;0,179;-0,081;338,35;53,026;-0,339;0,004;0,285;;;0,030;-0,054;279,021;-0,599;0,464;-0,135;5,05;0,436;;0;;;;;;2,1;24;0;0,181;2,6;24;0;0,225;0,35;24;0;0,030;0;0,436;;;;;;;;;;;;;;;;
25;8:00;05;2015;1,5;23;15;3,2;359,72;108,466;-0,194;4:00;;0,020;0,150;;0;0,021;-0,044;357,22;117,270;-0,065;;;;0,000;;0;0,021;-0,065;225,736;-0,259;0,150;-0,109;338,28;52,731;-0,295;0,004;0,286;;;0,013;-0,009;278,467;-0,554;0,436;-0,118;5,05;0,436;854;373;301,79;0,139;0,334;0,473;#ÁVALOR!;2,1;24;0;0,181;2,6;24;0;0,225;0,35;24;0;0,030;0;0,436;;;;;;;;;;;;;;;;
26;8:00;05;2015;;22;13;5,5;359,70;108,336;-0,130;3:00;;0,020;0,117;;0;0,036;-0,013;357,16;116,880;-0,390;9:45;;;0,316;;0;0,036;-0,074;225,216;-0,520;0,433;-0,087;338,28;52,731;0,000;0,004;0,004;;;0,023;0,004;277,947;-0,520;0,437;-0,083;5,05;0,436;807;352;301,45;0,104;0,445;0,549;0,076;2,1;24;0;0,181;2,6;24;0;0,225;0,35;24;0;0,030;0;0,436;;;;;;;;;;;;;;;;
27;8:00;05;2015;;26;13;5,2;359,70;108,336;0,000;;;0,020;0,020;;0;0,033;0,020;357,12;116,620;-0,260;10:00;;;0,324;;0;0,034;0,064;224,956;-0,260;0,344;0,084;338,28;52,731;0,000;0,004;0,004;;;0,022;0,004;277,687;-0,260;0,348;0,088;5,05;0,436;;0;301,52;0,111;0,384;0,495;-0,054;2,1;24;0;0,181;2,6;24;0;0,225;0,35;24;0;0,030;0;0,436;;;;;;;;;;;;;;;;
28;8:00;05;2015;;26;16;10,8;359,68;108,207;-0,129;3:00;;0,020;0,117;2176;255;0,070;-0,012;357,08;116,361;-0,259;10:00;;;0,324;;0;0,070;0,065;224,568;-0,388;0,441;0,053;338,28;52,731;0,000;0,004;0,004;;;0,045;0,004;277,299;-0,388;0,445;0,057;5,05;0,436;772;337;301,44;0,103;0,437;0,540;0,045;2,1;24;0;0,181;2,6;24;0;0,225;0,35;24;0;0,030;0;0,436;;;;;;;;;;;;;;;;
29;8:00;05;2015;;26;17;8,2;359,65;108,014;-0,193;3:00;;0,020;0,117;;0;0,053;-0,076;356,98;115,715;-0,646;14:30;;;0,463;;0;0,053;-0,183;223,729;-0,839;0,580;-0,259;338,27;52,689;-0,042;0,004;0,004;;;0,034;-0,038;276,418;-0,881;0,584;-0,297;5,05;0,436;772;337;301,85;0,148;0,546;0,694;0,154;2,1;24;0;0,181;2,6;24;0;0,225;0,35;24;0;0,030;0;0,436;;;;;;;;;;;;;;;;
30;8:00;05;2015;;30;17;7,3;359,64;107,949;-0,065;0:45;;0,020;0,044;;0;0,047;-0,021;356,96;115,587;-0,128;5:30;;;0,178;;0;0,047;0,050;223,536;-0,193;0,222;0,029;338,26;52,647;-0,042;0,004;0,004;;;0,031;-0,038;276,183;-0,235;0,226;-0,009;5,05;0,436;;0;;;;;;2,1;24;0;0,181;2,6;24;0;0,225;0,35;24;0;0,030;0;0,436;;;;;;;;;;;;;;;;
31;8:00;05;2015;;30;17;7,5;359,61;107,756;-0,193;4:00;;0,020;0,150;;0;0,048;-0,043;356,96;115,587;0,000;;;;0,000;;;0,04875;0,000;223,343;-0,193;0,150;-0,043;338,20;52,395;-0,252;0,004;0,261;;;0,031;0,009;275,738;-0,445;0,411;-0,034;5,05;0,436;;0;;;;;;2,1;24;0;0,181;2,6;24;0;0,225;0,35;24;0;0,030;0;0,436;;;;;;;;;;;;;;;;
1;8:00;06;2015;;29;19;7,0;359,58;107,563;-0,193;4:00;;0,020;0,150;;0;0,045;-0,043;356,96;115,587;0,000;;;;0,000;;0;0,045;0,000;223,150;-0,193;0,150;-0,043;338,12;52,060;-0,335;0,004;0,261;;;0,029;-0,074;275,210;-0,528;0,411;-0,117;5,00;0,432;;0;301,04;0,065;0,537;0,602;0,602;2,1;24;0;0,181;2,6;24;0;0,225;0,30;24;0;0,026;0;0,432;;;;;;;;;;;;;;;;
2;8:00;06;2015;;27;18;7,4;359,56;107,434;-0,129;2:30;;0,020;0,101;;0;0,048;-0,028;356,91;115,265;-0,322;9:30;;;0,308;;0;0,048;-0,014;222,699;-0,451;0,409;-0,042;338,12;52,060;0,000;0,004;0,004;;;0,031;0,004;274,759;-0,451;0,413;-0,038;5,00;0,432;;0;301,31;0,090;0,645;0,735;0,133;2,1;24;0;0,181;2,6;24;0;0,225;0,30;24;0;0,026;0;0,432;;;;;;;;;;;;;;;;
3;8:00;06;2015;;27;18;7,7;359,52;107,178;-0,256;3:00;20,0;0,020;0,236;;0;0,049;-0,020;356,90;115,201;-0,064;;;;0,000;;0;0,049;-0,064;222,379;-0,320;0,236;-0,084;338,12;52,060;0,000;0,004;0,004;;;0,032;0,004;274,439;-0,320;0,240;-0,080;5,00;0,432;;0;301,00;0,061;0,516;0,577;-0,158;2,1;24;0;0,181;2,6;24;0;0,225;0,30;24;0;0,026;0;0,432;;;;;;;;;;;;;;;;
4;8:00;06;2015;;27;19;11,9;359,51;107,113;-0,065;;;0,020;0,020;;0;0,077;-0,045;356,90;115,201;0,000;;;;0,000;;0;0,077;0,000;222,314;-0,065;0,020;-0,045;338,11;52,018;-0,042;0,004;0,004;;;0,050;-0,038;274,332;-0,107;0,024;-0,083;5,00;0,432;819;354;301,01;0,062;0,059;0,121;-0,456;2,1;24;0;0,181;2,6;24;0;0,225;0,30;24;0;0,026;0;0,432;;;;;;;;;;;;;;;;
5;8:00;06;2015;;26;19;7,5;359,47;106,857;-0,256;2:30;;0,020;0,101;;0;0,048;-0,155;356,82;114,687;-0,514;13:52;;;0,449;;0;0,048;-0,065;221,544;-0,770;0,550;-0,220;338,10;51,976;-0,042;0,004;0,004;;;0,032;-0,038;273,520;-0,812;0,554;-0,258;5,00;0,432;831;359;301,91;0,157;0,125;0,282;0,161;2,1;24;0;0,181;2,6;24;0;0,225;0,30;24;0;0,026;0;0,432;;;;;;;;;;;;;;;;
6;8:00;06;2015;;27;20;8,0;359,45;106,730;-0,127;2:30;;0,020;0,101;;0;0,051;-0,026;356,79;114,495;-0,192;4:30;;;0,146;;0;0,051;-0,046;221,225;-0,319;0,247;-0,072;338,09;51,935;-0,041;0,004;0,004;;;0,033;-0,037;273,160;-0,360;0,251;-0,109;5,00;0,432;;0;;;;;;2,1;24;0;0,181;2,6;24;0;0,225;0,30;24;0;0,026;0;0,432;;;;;;;;;;;;;;;;
7;8:00;06;2015;;26;19;8,0;359,42;106,538;-0,192;3:30;;0,020;0,133;;0;0,051;-0,059;356,78;114,431;-0,064;;;;0,000;;0;0,051;-0,064;220,969;-0,256;0,133;-0,123;338,02;51,643;-0,292;0,004;0,261;;;0,033;-0,031;272,612;-0,548;0,394;-0,154;5,00;0,432;;0;;;;;;2,1;24;0;0,181;2,6;24;0;0,225;0,30;24;0;0,026;0;0,432;;;;;;;;;;;;;;;;
8;8:00;06;2015;;26;21;7,0;359,38;106,283;-0,255;3:00;;0,020;0,117;;0;0,045;-0,138;356,77;114,367;-0,064;;;;0,000;;0;0,045;-0,064;220,650;-0,319;0,117;-0,202;337,95;51,353;-0,290;0,004;0,217;;;0,029;-0,073;272,003;-0,609;0,334;-0,275;5,00;0,432;831;359;300,72;0,038;0,170;0,208;#ÁVALOR!;2,1;24;0;0,181;2,6;24;0;0,225;0,30;24;0;0,026;0;0,432;;;;;;;;;;;;;;;;
9;8:00;06;2015;;27;21;6,0;359,36;106,156;-0,127;2:30;;0,020;0,101;;0;0,038;-0,026;356,73;114,112;-0,255;9:30;;;0,308;;0;0,038;0,053;220,268;-0,382;0,409;0,027;337,95;51,353;0,000;0,004;0,004;;;0,025;0,004;271,621;-0,382;0,413;0,031;5,00;0,432;842;364;301,16;0,075;0,188;0,263;0,055;2,1;24;0;0,181;2,6;24;0;0,225;0,30;24;0;0,026;0;0,432;;;;;;;;;;;;;;;;
10;8:00;06;2015;;29;21;8,1;359,35;106,092;-0,064;2:30;;0,020;0,101;;0;0,052;0,037;356,68;113,793;-0,319;9:30;;;0,308;;0;0,052;-0,011;219,885;-0,383;0,409;0,026;337,94;51,311;-0,042;0,004;0,004;;;0,034;-0,038;271,196;-0,425;0,413;-0,012;5,00;0,432;;0;301,60;0,119;0,096;0,215;-0,048;2,1;24;0;0,181;2,6;24;0;0,225;0,30;24;0;0,026;0;0,432;;;;;;;;;;;;;;;;
11;8:00;06;2015;;28;19;9,1;359,35;106,092;0,000;;;0,020;0,020;1931;39;0,058;0,020;356,62;113,412;-0,381;9:30;;;0,308;;0;0,058;-0,073;219,504;-0,381;0,328;-0,053;337,94;51,311;0,000;0,004;0,004;;;0,037;0,004;270,815;-0,381;0,332;-0,049;5,10;0,440;772;340;301,62;0,121;0,080;0,201;-0,014;2,1;24;0;0,181;2,7;22;0;0,233;0,30;24;0;0,026;0;0,440;;;;;;;;;;;;;;;;
12;8:00;06;2015;;23;16;3,4;359,32;105,901;-0,191;2:30;;0,020;0,101;;0;0,022;-0,090;356,56;113,031;-0,381;14:30;;;0,470;;0;0,022;0,089;218,932;-0,572;0,571;-0,001;337,93;51,270;-0,041;0,004;0,004;;;0,014;-0,037;270,202;-0,613;0,575;-0,038;5,10;0,441;772;340;301,87;0,152;0,253;0,405;0,204;2,1;24;0;0,181;2,7;24;0;0,233;0,30;24;0;0,026;0;0,441;;;;;;;;;;;;;;;;
13;8:00;06;2015;;22;14;3,0;359,30;105,774;-0,127;2:30;;0,020;0,101;;0;0,019;-0,026;356,53;112,841;-0,190;4:30;;;0,146;;0;0,019;-0,044;218,615;-0,317;0,247;-0,070;337,93;51,270;0,000;0,004;0,004;;;0,013;0,004;269,885;-0,317;0,251;-0,066;5,10;0,441;;0;;;;;;2,1;24;0;0,181;2,7;24;0;0,233;0,30;24;0;0,026;0;0,441;;;;;;;;;;;;;;;;
14;8:00;06;2015;;22;13;4,0;359,28;105,647;-0,127;3:30;;0,020;0,133;;0;0,025;0,006;356,53;112,841;0,000;;;;0,000;;0;0,025;0,000;218,488;-0,127;0,133;0,006;337,86;50,980;-0,290;0,004;0,259;;;0,017;-0,031;269,468;-0,417;0,392;-0,025;5,10;0,441;;0;;;;;;2,1;24;0;0,181;2,7;24;0;0,233;0,30;24;0;0,026;0;0,441;;;;;;;;;;;;;;;;
15;8:00;06;2015;;21;14;2,1;359,26;105,521;-0,126;3:00;;0,020;0,117;;0;0,013;-0,009;356,53;112,841;0,000;;;;0,000;;0;0,013;0,000;218,362;-0,126;0,117;-0,009;337,80;50,733;-0,247;0,004;0,216;;;0,009;-0,031;269,095;-0,373;0,333;-0,040;5,10;0,441;784;345;301,66;0,125;0,164;0,289;#ÁVALOR!;2,1;24;0;0,181;2,7;24;0;0,233;0,30;24;0;0,026;0;0,441;;;;;;;;;;;;;;;;
16;8:00;06;2015;;23;15;4,4;359,22;105,267;-0,254;2:30;;0,020;0,101;;0;0,028;-0,153;356,48;112,525;-0,316;9:30;;;0,308;;0;0,027808;-0,008;217,792;-0,570;0,409;-0,161;337,80;50,733;0,000;0,004;0,004;;;0,018;0,004;268,525;-0,570;0,413;-0,157;5,10;0,441;796;351;301,31;0,090;0,270;0,360;0,071;2,1;24;0;0,181;2,7;24;0;0,233;0,30;24;0;0,026;0;0,441;;;;;;;;;;;;;;;;
17;8:00;06;2015;;28;15;6,9;359,21;105,204;-0,063;2:30;;0,020;0,101;;0;0,043;0,038;356,42;112,146;-0,379;9:30;;;0,308;;0;0,043585;-0,071;217,350;-0,442;0,409;-0,033;337,79;50,692;-0,041;0,004;0,004;;;0,028;-0,037;268,042;-0,483;0,413;-0,070;5,10;0,441;;0;301,58;0,117;0,174;0,291;-0,069;2,1;24;0;0,181;2,7;24;0;0,233;0,30;24;0;0,026;0;0,441;;;;;;;;;;;;;;;;
18;8:00;06;2015;;28;17;8,8;359,20;105,141;-0,063;;;0,020;0,020;2363;47;0,055;-0,043;356,36;111,769;-0,377;9:30;;;0,308;;0;0,055;-0,069;216,910;-0,440;0,328;-0,112;337,79;50,692;0,000;0,004;0,004;;;0,036;0,004;267,602;-0,440;0,332;-0,108;5,10;0,441;702;309;301,80;0,141;0,079;0,220;-0,071;2,1;24;0;0,181;2,7;24;0;0,233;0,30;24;0;0,026;0;0,441;;;;;;;;;;;;;;;;
19;8:00;06;2015;;26;18;8,4;359,18;105,015;-0,126;2:30;;0,020;0,101;;0;0,053;-0,025;356,28;111,267;-0,502;14:30;;;0,470;;0;0,053;-0,032;216,282;-0,628;0,571;-0,057;337,78;50,651;-0,041;0,004;0,004;;;0,034;-0,037;266,933;-0,669;0,575;-0,094;5,10;0,441;749;330;301,90;0,156;0,217;0,373;0,153;2,1;24;0;0,181;2,7;24;0;0,233;0,30;24;0;0,026;0;0,441;;;;;;;;;;;;;;;;
20;8:00;06;2015;;30;18;8,7;359,16;104,889;-0,126;2:30;;0,020;0,101;;0;0,055;-0,025;356,26;111,141;-0,126;4:30;;;0,146;;0;0,055;0,020;216,030;-0,252;0,247;-0,005;337,77;50,610;-0,041;0,004;0,004;;;0,036;-0,037;266,640;-0,293;0,251;-0,042;5,10;0,441;;0;;;;;;2,1;24;0;0,181;2,7;24;0;0,233;0,30;24;0;0,026;0;0,441;;;;;;;;;;;;;;;;
21;8:00;06;2015;;30;21;12,2;359,12;104,637;-0,252;3:30;;0,020;0,133;;0;0,077;-0,119;356,26;111,141;0,000;;;;0,000;;0;0,076;0,000;215,778;-0,252;0,133;-0,119;337,70;50,323;-0,287;0,004;0,290;;;0,050;0,003;266,101;-0,539;0,423;-0,116;5,10;0,441;;0;;;;;;2,1;24;0;0,181;2,7;24;0;0,233;0,30;24;0;0,026;0;0,441;;;;;;;;;;;;;;;;
22;8:00;06;2015;;31;22;11,1;359,10;104,511;-0,126;3:00;;0,020;0,117;2235;261;0,070;-0,009;356,26;111,141;0,000;;;;0,000;;0;0,069;0,000;215,652;-0,126;0,117;-0,009;337,64;50,077;-0,246;0,004;0,243;;;0,046;-0,003;265,729;-0,372;0,360;-0,012;5,10;0,441;831;366;300,32;0,008;0,240;0,248;#ÁVALOR!;2,1;24;0;0,181;2,7;24;0;0,233;0,30;24;0;0,026;0;0,441;;;;;;;;;;;;;;;;
23;8:00;06;2015;;32;19;8,5;359,06;104,260;-0,251;3:00;;0,020;0,236;;0;0,053;-0,015;356,20;110,766;-0,375;10:00;;;0,324;;0;0,053;-0,051;215,026;-0,626;0,560;-0,066;337,64;50,077;0,000;0,004;0,004;;;0,034;0,004;265,103;-0,626;0,564;-0,062;5,10;0,441;1123;495;301,71;0,130;0,252;0,382;0,134;2,1;24;0;0,181;2,7;24;0;0,233;0,30;24;0;0,026;0;0,441;;;;;;;;;;;;;;;;
24;8:00;06;2015;;30;19;8,4;359,05;104,197;-0,063;;;0,020;0,020;2223;44;0,053;-0,043;356,12;110,267;-0,499;13:00;;;0,421;;0;0,052;-0,078;214,464;-0,562;0,441;-0,121;337,63;50,037;-0,040;0,004;0,004;;;0,034;-0,036;264,501;-0,602;0,445;-0,157;5,10;0,441;784;345;301,12;0,072;0,345;0,417;0,035;2,1;24;0;0,181;2,7;24;0;0,233;0,30;24;0;0,026;0;0,441;;;;;;;;;;;;;;;;
25;8:00;06;2015;;30;19;7,4;359,02;104,009;-0,188;3:00;;0,020;0,117;2223;260;0,046;-0,071;356,06;109,894;-0,373;10:00;;;0,324;;0;0,046;-0,049;213,903;-0,561;0,441;-0,120;337,62;49,996;-0,041;0,004;0,004;;;0,030;-0,037;263,899;-0,602;0,445;-0,157;5,10;0,441;550;242;301,80;0,141;0,331;0,472;0,055;2,1;24;0;0,181;2,7;24;0;0,233;0,30;24;0;0,026;0;0,441;;;;;;;;;;;;;;;;
26;8:00;06;2015;;29;20;9,2;359,01;103,946;-0,063;;;0,020;0,020;;0;0,058;-0,043;356,03;109,708;-0,186;5:00;;;0,162;;0;0,057;-0,024;213,654;-0,249;0,182;-0,067;337,61;49,955;-0,041;0,004;0,004;;;0,038;-0,037;263,609;-0,290;0,186;-0,104;5,10;0,441;;0;302,00;0,160;-0,010;0,15;-0,322;2,1;24;0;0,181;2,7;24;0;0,233;0,30;24;0;0,026;0;0,441;;;;;;;;;;;;;;;;
