Dia;Hora;Mes;Anyo;Lluvia;Temperatura_Max;Temperatura_Min;Evaporacion;Cota_guadalhorce;Volumen_embalsado_guadalhorce;Variacion_volumen_guadalhorce;Tiempo_desembalse_guadalhorce;Caudal_desembalse_guadalhorce;Filtracion_guadalhorce;Volumen_desembalse_guadalhorce;Salinidad_guadalhorce;Toneladas_sal_guadalhorce;Volumen_evaporado_guadalhorce;Aportacion_aparente_guadalhorce;Cota_guadalteba;Volumen_embalsado_guadalteba;Variacion_volumen_guadalteba;Tiempo_desembalse_guadalteba;Caudal_desembalse_guadalteba;Filtraciones_guadalteba;Volumen_desembalse_guadalteba;Salinidad_guadalteba;Toneladas_sal_guadalteba;Volumen_evaporado_guadalteba;Aportacion_aparente_guadalteba;Volumen_total_guadalhorce_guadalteba;Variacion_total_guadalhorce_guadalteba;Desembalse_total_guadalhorce_guadalteba;Aportacion_aparente_total_guadalhorce_guadalteba;Cota_conde;Volumen_embalsado_conde;Variacion_volumen_conde;Filtraciones_conde;Volumen_desembalse_conde;Salinidad_conde;Toneladas_sal_conde;Volumen_evaporado_conde;Aportacion_aparente_conde;Volumen_total_guadalhorce_guadalteba_conde;Variacion_total_guadalhorce_guadalteba_conde;Desembalse_total_guadalhorce_guadalteba_conde;Aportacion_aparente_total_guadalhorce_guadalteba_conde;Caudal_total_demandas;Volumen_total_demandas;Salinidad_mezcla;Toneladas_sal_mezcla;Cota_gaitanejo;Volumen_gaitanejo;Volumen_central-reversible_tajo;Volumen_total_gaitanejo_tajo;Variacion_total_gaitanejo_tajo;Caudal_abastencimiento;Horas_abastecimiento;Min_abastecimiento;Volumen_abasteciemiento;Caudal_riego;Horas_riego;Min_riego;Volumen_riego;Caudal_ecologico;Horas_ecologico;Min_ecologico;Volumen_ecologico;Agua_sobrante;Total_volumen_abastecido;Aportacion_guadalhorce_tajo;Aportacion_arroyos_tajo;Total_aportacion;;;;;;;;;;;;;
18;8:00;08;2015;;31;20;6,5;357,76;96,353;-0,118;2:00;9,0;0,020;0,085;;0;0,038;-0,033;353,95;97,282;-0,289;10:00;9:00;;0,324;;0;0,038;0,035;193,635;-0,407;0,409;0,002;335,86;43,079;-0,038;0,004;0,004;;;0,025;-0,034;236,714;-0,445;0,413;-0,032;4,10;0,350;842;295;301,36;0,095;-0,090;0,005;-0,202;2,0;24;0;0,169;1,8;24;0;0,156;0,30;24;0;0,026;0;0,350;;;;;;;;;;;;;;;;
19;8:00;08;2015;;32;20;5,3;357,73;96,176;-0,177;4:00;9,0;0,020;0,150;;0;0,031;-0,027;353,91;97,052;-0,230;4:00;9:00;;0,130;;0;0,030;-0,100;193,228;-0,407;0,280;-0,127;335,78;42,777;-0,302;0,004;0,332;;;0,020;0,030;236,005;-0,709;0,612;-0,097;5,80;0,476;900;428;301,17;0,076;0,007;0,083;0,078;2,5;22;0;0,212;3,0;22;0;0,238;0,30;24;0;0,026;0;0,476;;;;;;;;;;;;;;;;
20;8:00;08;2015;;30;22;7,2;357,67;95,824;-0,352;3:00;20,0;0,020;0,236;;0;0,042;-0,116;353,84;96,650;-0,402;10:00;9:00;;0,324;;0;0,041;-0,078;192,474;-0,754;0,560;-0,194;335,77;42,740;-0,037;0,004;0,004;;;0,027;-0,033;235,214;-0,791;0,564;-0,227;5,80;0,501;784;393;301,05;0,066;0,173;0,239;0,156;2,5;24;0;0,216;3,0;24;0;0,259;0,30;24;0;0,026;0;0,501;;;;;;;;;;;;;;;;
21;8:00;08;2015;;30;23;7,0;357,65;95,707;-0,117;2:30;9,0;0,020;0,101;;0;0,041;-0,016;353,73;96,019;-0,631;19:00;9:00;;0,616;;1;0,040;-0,015;191,726;-0,748;0,717;-0,031;335,76;42,702;-0,038;0,004;0,004;;;0,027;-0,034;234,428;-0,786;0,721;-0,065;5,80;0,501;796;399;301,68;0,127;0,255;0,382;0,143;2,5;24;0;0,216;3,0;24;0;0,259;0,30;24;0;0,026;0;0,501;;;;;;;;;;;;;;;;
22;8:00;08;2015;;31;22;5,4;357,62;95,531;-0,176;3:00;9,0;0,020;0,117;;0;0,032;-0,059;353,71;95,905;-0,114;3:00;9:00;;0,097;;0;0,031;-0,017;191,436;-0,290;0,214;-0,076;335,76;42,702;0,000;0,004;0,004;;;0,020;0,004;234,138;-0,290;0,218;-0,072;5,80;0,501;;1;;;;;;2,5;24;0;0,216;3,0;24;0;0,259;0,30;24;0;0,026;0;0,501;;;;;;;;;;;;;;;;
23;8:00;08;2015;;30;24;4,0;357,59;95,356;-0,175;3:00;9,0;0,020;0,117;;0;0,023;-0,058;353,70;95,848;-0,057;;;;0,000;;0;0,023;-0,057;191,204;-0,232;0,117;-0,115;335,66;42,327;-0,375;0,004;0,409;;;0,015;0,034;233,531;-0,607;0,526;-0,081;5,80;0,501;;1;;;;;;2,5;24;0;0,216;3,0;24;0;0,259;0,30;24;0;0,026;0;0,501;;;;;;;;;;;;;;;;
24;8:00;08;2015;;28;19;7,7;357,56;95,181;-0,175;2:50;9,0;0,020;0,112;;0;0,045;-0,063;353,69;95,791;-0,057;;;;0,000;;0;0,044;-0,057;190,972;-0,232;0,112;-0,120;335,56;41,954;-0,373;0,004;0,410;;;0,029;0,037;232,926;-0,605;0,522;-0,083;5,80;0,501;;1;300,98;0,059;0,007;0,066;#ÁVALOR!;2,5;24;0;0,216;3,0;24;0;0,259;0,30;24;0;0,026;0;0,501;;;;;;;;;;;;;;;;
25;8:00;08;2015;;26;18;3,3;357,55;95,123;-0,058;2:00;9,0;0,020;0,085;;0;0,019;0,027;353,61;95,334;-0,457;14:22;9:00;;0,464;;0;0,019;0,007;190,457;-0,515;0,549;0,034;335,55;41,917;-0,037;0,004;0,004;;;0,012;-0,033;232,374;-0,552;0,553;0,001;5,80;0,501;;1;301,67;0,126;0,008;0,134;0,068;2,5;24;0;0,216;3,0;24;0;0,259;0,30;24;0;0,026;0;0,501;;;;;;;;;;;;;;;;
26;8:00;08;2015;;30;18;8,7;357,52;94,948;-0,175;3:00;9,0;0,020;0,117;;0;0,051;-0,058;353,59;95,220;-0,114;2:00;9:00;;0,065;;0;0,050;-0,049;190,168;-0,289;0,182;-0,107;335,46;41,583;-0,334;0,004;0,322;;;0,032;-0,012;231,751;-0,623;0,504;-0,119;5,80;0,501;;1;301,68;0,127;0,117;0,244;0,11;2,5;24;0;0,216;3,0;24;0;0,259;0,30;24;0;0,026;0;0,501;;;;;;;;;;;;;;;;
27;8:00;08;2015;;30;21;6,4;357,46;94,599;-0,349;3:00;20,0;0,020;0,236;;0;0,037;-0,113;353,52;94,822;-0,398;12:00;9:00;;0,389;;0;0,036;-0,009;189,421;-0,747;0,625;-0,122;335,44;41,509;-0,074;0,004;0,004;;;0,024;-0,070;230,930;-0,821;0,629;-0,192;5,80;0,501;;1;301,80;0,141;0,212;0,353;0,109;2,5;24;0;0,216;3,0;24;0;0,259;0,30;24;0;0,026;0;0,501;;;;;;;;;;;;;;;;
28;8:00;08;2015;;31;21;6,6;357,45;94,541;-0,058;3:00;9,0;0,020;0,117;;0;0,038;0,059;353,45;94,425;-0,397;19:00;9:00;;0,616;;1;0,037;0,219;188,966;-0,455;0,733;0,278;335,44;41,509;0,000;0,004;0,004;;;0,024;0,004;230,475;-0,455;0,737;0,282;5,80;0,501;;1;301,80;0,141;0,450;0,591;0,238;2,5;24;0;0,216;3,0;24;0;0,259;0,30;24;0;0,026;0;0,501;;;;;;;;;;;;;;;;
29;8:00;08;2015;;29;22;5,2;357,42;94,368;-0,173;3:00;9,0;0,020;0,117;;0;0,030;-0,056;353,42;94,255;-0,170;3:00;9:00;;0,097;;0;0,029;-0,073;188,623;-0,343;0,214;-0,129;335,42;41,435;-0,074;0,004;0,004;;;0,019;-0,070;230,058;-0,417;0,218;-0,199;5,80;0,501;;1;;;;;;2,5;24;0;0,216;3,0;24;0;0,259;0,30;24;0;0,026;0;0,501;;;;;;;;;;;;;;;;
30;8:00;08;2015;;27;24;3,9;357,38;94,136;-0,232;3:00;9,0;0,020;0,117;;0;0,023;-0,115;353,39;94,085;-0,170;;;;0,000;;0;0,022;-0,170;188,221;-0,402;0,117;-0,285;335,32;41,066;-0,369;0,004;0,321;;;0,014;-0,048;229,287;-0,771;0,438;-0,333;5,80;0,501;;1;;;;;;2,5;24;0;0,216;3,0;24;0;0,259;0,30;24;0;0,026;0;0,501;;;;;;;;;;;;;;;;
31;8:00;08;2015;;27;24;4,2;357,36;94,021;-0,115;2:15;9,0;0,020;0,093;;0;0,024;-0,022;353,36;93,916;-0,169;;;;0,000;;;0,02366;-0,169;187,937;-0,284;0,093;-0,191;335,22;40,700;-0,366;0,004;0,320;;;0,015;-0,046;228,637;-0,650;0,413;-0,237;5,80;0,501;;1;300,78;0,042;0,292;0,334;#ÁVALOR!;2,5;24;0;0,216;3,0;24;0;0,259;0,30;24;0;0,026;0;0,501;;;;;;;;;;;;;;;;
1;8:00;09;2015;;31;20;5,8;357,34;93,905;-0,116;3:00;9,0;0,020;0,117;;0;0,034;0,001;353,29;93,520;-0,396;12:00;9,0;;0,389;;0;0,033;-0,007;187,425;-0,512;0,506;-0,006;335,22;40,700;0,000;0,004;0,004;;;0,021;0,004;228,125;-0,512;0,510;-0,002;5,80;0,501;;1;301,81;0,143;0,223;0,366;0,032;2,5;24;0;0,216;3,0;24;0;0,259;0,30;24;0;0,026;0;0,501;;;;;;;;;;;;;;;;
2;8:00;09;2015;;31;18;4,8;357,32;93,790;-0,115;3:00;9,0;0,020;0,117;2364;277;0,028;0,002;353,28;93,464;-0,056;;;;0,000;;0;0,027;-0,056;187,254;-0,171;0,117;-0,054;335,12;40,335;-0,365;0,004;0,318;;;0,018;-0,047;227,589;-0,536;0,435;-0,101;5,80;0,492;;0;301,03;0,064;0,262;0,326;-0,040;2,5;18;0;0,207;3,0;24;0;0,259;0,30;24;0;0,026;0;0,492;;;;;;;;;;;;;;;;
3;8:00;09;2015;;30;18;5,1;357,28;93,560;-0,230;3:00;20,0;0,020;0,236;2328;549;0,029;0,006;353,21;93,070;-0,394;12:00;9,0;;0,389;;0;0,029;-0,005;186,630;-0,624;0,625;0,001;335,12;40,335;0,000;0,004;0,004;;;0,018;0,004;226,965;-0,624;0,629;0,005;5,80;0,494;901;445;301,63;0,122;0,284;0,406;0,080;2,5;22;0;0,209;3,0;24;0;0,259;0,30;24;0;0,026;0;0,494;;;;;;;;;;;;;;;;
4;8:00;09;2015;;30;16;5,2;357,26;93,445;-0,115;2:00;9,0;0,020;0,085;;0;0,030;-0,030;353,12;92,565;-0,505;13:00;9,0;;0,421;;0;0,029;-0,084;186,010;-0,620;0,506;-0,114;335,12;40,335;0,000;0,004;0,004;;;0,019;0,004;226,345;-0,620;0,510;-0,110;5,80;0,501;784;393;301,26;0,085;0,445;0,530;0,124;2,5;24;0;0,216;3,0;24;0;0,259;0,30;24;0;0,026;0;0,501;;;;;;;;;;;;;;;;
5;8:00;09;2015;;26;16;4,2;357,23;93,273;-0,172;2:00;9,0;0,020;0,085;;0;0,024;-0,087;353,09;92,397;-0,168;5:00;9;;0,162;;0;0,024;-0,006;185,670;-0,340;0,247;-0,093;335,10;40,262;-0,073;0,004;0,004;;;0,015;-0,069;225,932;-0,413;0,251;-0,162;5,80;0,501;;1;;;;;;2,5;24;0;0,216;3,0;24;0;0,259;0,30;24;0;0,026;0;0,501;;;;;;;;;;;;;;;;
6;8:00;09;2015;0;24;18;3,0;357,21;93,158;-0,115;3:00;9,0;0,020;0,117;;0;0,017;0,002;353,08;92,341;-0,056;;;;0,000;;0;0,017;-0,056;185,499;-0,171;0,117;-0,054;335,00;39,900;-0,362;0,004;0,318;;;0,011;-0,044;225,399;-0,533;0,435;-0,098;5,80;0,501;;1;;;;;;2,5;24;0;0,216;3,0;24;0;0,259;0,30;24;0;0,026;0;0,501;;;;;;;;;;;;;;;;
7;8:00;09;2015;43,5;25;21;3,9;357,19;93,044;-0,114;3:00;9,0;0,020;0,117;;0;0,022;0,003;353,08;92,341;0,000;;;;0,000;;0;0,022;0,000;185,385;-0,114;0,117;0,003;334,93;39,648;-0,252;0,004;0,316;;;0,014;0,064;225,033;-0,366;0,433;0,067;5,80;0,501;;1;300,44;0,017;0,250;0,267;#ÁVALOR!;2,5;24;0;0,216;3,0;24;0;0,259;0,30;24;0;0,026;0;0,501;;;;;;;;;;;;;;;;
8;8:00;09;2015;;24;21;1,1;357,16;92,872;-0,172;4:00;9,0;0,020;0,150;;0;0,006;-0,022;353,08;92,341;0,000;;;;0,000;;0;0,006;0,000;185,213;-0,172;0,150;-0,022;334,89;39,504;-0,144;0,004;0,121;;;0,004;-0,023;224,717;-0,316;0,271;-0,045;5,80;0,501;;1;;;;;;2,5;24;0;0,216;3,0;24;0;0,259;0,30;24;0;0,026;0;0,501;;;;;;;;;;;;;;;;
9;8:00;09;2015;;28;18;4,4;357,13;92,701;-0,171;4:00;9,0;0,020;0,150;;0;0,025;-0,021;353,05;92,173;-0,168;8:00;9;;0,259;;0;0,025;0,091;184,874;-0,339;0,409;0,070;334,89;39,504;0,000;0,004;0,004;;;0,016;0,004;224,378;-0,339;0,413;0,074;5,80;0,479;1123;538;301,48;0,107;-0,100;0,007;#ÁVALOR!;2,5;24;0;0,216;3,0;21;0;0,237;0,30;24;0;0,026;0;0,479;;;;;;;;;;;;;;;;
10;8:00;09;2015;;29;18;5,4;357,13;92,701;0,000;0:00;0,0;0,020;0,020;;0;0,031;0,020;352,96;91,644;-0,529;15:00;9;;0,486;;0;0,032;-0,043;184,345;-0,529;0,506;-0,023;334,89;39,504;0,000;0,004;0,004;;;0,019;0,004;223,849;-0,529;0,510;-0,019;5,30;0,460;597;275;301,74;0,133;-0,050;0,083;0,076;2,4;23;0;0,208;2,6;24;0;0,226;0,30;24;0;0,026;0;0,460;;;;;;;;;;;;;;;;
11;8:00;09;2015;;29;18;4,8;357,08;92,416;-0,285;3:00;20,0;0,020;0,236;;0;0,027;-0,049;352,85;90,973;-0,671;20:00;9;;0,648;;1;0,029;-0,023;183,389;-0,956;0,884;-0,072;334,89;39,504;0,000;0,004;0,004;;;0,017;0,004;222,893;-0,956;0,888;-0,068;5,00;0,432;971;419;301,34;0,093;0,640;0,733;0,65;2,1;24;0;0,181;2,6;24;0;0,225;0,30;24;0;0,026;0;0,432;;;;;;;;;;;;;;;;
12;8:00;09;2015;0;29;17;5,3;357,08;92,416;0,000;;;0,020;0,020;;0;0,030;0,020;352,80;90,676;-0,297;4.00;9;;0,130;;0;0,031;-0,167;183,092;-0,297;0,150;-0,147;334,86;39,396;-0,108;0,004;0,004;;;0,019;-0,104;222,488;-0,405;0,154;-0,251;4,80;0,416;;0;;;;;;1,9;24;0;0,165;2,6;24;0;0,225;0,30;24;0;0,026;0;0,416;;;;;;;;;;;;;;;;
13;8:00;09;2015;;29;18;4,2;357,07;92,359;-0,057;;;0,020;0,020;;0;0,024;-0,037;352,74;90,324;-0,352;9:00;9;;0,292;;0;0,025;-0,060;182,683;-0,409;0,312;-0,097;334,85;39,360;-0,036;0,004;0,004;;;0,015;-0,032;222,043;-0,445;0,316;-0,129;4,60;0,400;;0;;;;;;1,8;24;0;0,157;2,5;24;0;0,217;0,30;24;0;0,026;0;0,400;;;;;;;;;;;;;;;;
14;8:00;09;2015;;27;18;5,5;357,06;92,302;-0,057;;;0,020;0,020;;0;0,031;-0,037;352,72;90,209;-0,115;1:30;9;;0,049;;0;0,032;-0,066;182,511;-0,172;0,069;-0,103;334,85;39,360;0,000;0,004;0,004;;;0,020;0,004;221,871;-0,172;0,073;-0,099;4,60;0,397;714;284;300,97;0,059;0,077;0,136;#ÁVALOR!;1,8;24;0;0,156;2,5;24;0;0,216;0,30;24;0;0,026;0;0,397;;;;;;;;;;;;;;;;
15;8:00;09;2015;;26;17;4,4;357,04;92,188;-0,114;;;0,020;0,020;;0;0,025;-0,094;352,64;89,750;-0,459;14:30;9;;0,470;;0;0,025;0,011;181,938;-0,573;0,490;-0,083;334,84;39,324;-0,036;0,004;0,004;;;0,016;-0,032;221,262;-0,609;0,494;-0,115;4,60;0,397;;0;301,74;0,133;0,075;0,208;0,072;1,8;24;0;0,156;2,5;24;0;0,216;0,30;24;0;0,026;0;0,397;;;;;;;;;;;;;;;;
16;8:00;09;2015;;26;17;4,5;357,02;92,075;-0,113;3:12;9,0;0,020;0,124;;0;0,025;0,011;352,63;89,694;-0,056;;;;0,000;;0;0,0252;-0,056;181,769;-0,169;0,124;-0,045;334,78;39,110;-0,214;0,004;0,220;;;0,016;0,006;220,879;-0,383;0,344;-0,039;4,70;0,405;702;285;300,70;0,037;0,230;0,267;0,059;1,8;24;0;0,156;2,6;24;0;0,224;0,30;24;0;0,026;0;0,405;;;;;;;;;;;;;;;;
17;8:00;09;2015;0,9;26;16;4,4;357,01;92,018;-0,057;3:11;9,0;0,020;0,121;;0;0,025;0,064;352,62;89,637;-0,057;;;;0,000;;0;0,02508;-0,057;181,655;-0,114;0,121;0,007;334,72;38,896;-0,214;0,004;0,220;;;0,016;0,006;220,551;-0,328;0,341;0,013;4,60;0,397;760;302;300,84;0,047;0,100;0,147;-0,12;1,8;24;0;0,156;2,5;24;0;0,216;0,30;24;0;0,026;0;0,397;;;;;;;;;;;;;;;;
18;8:00;09;2015;;24;13;3,5;356,98;91,848;-0,170;3:30;9,0;0,020;0,133;;0;0,020;-0,037;352,62;89,637;0,000;;;;0,000;;0;0,020;0,000;181,485;-0,170;0,133;-0,037;334,65;38,647;-0,249;0,004;0,270;;;0,012;0,021;220,132;-0,419;0,403;-0,016;4,60;0,397;819;326;301,39;0,098;0,075;0,173;0,026;1,8;24;0;0,156;2,5;24;0;0,216;0,30;24;0;0,026;0;0,397;;;;;;;;;;;;;;;;
19;8:00;09;2015;;25;13;4,5;356,93;91,565;-0,283;3:30;9,0;0,020;0,133;;0;0,025;-0,150;352,62;89,637;0,000;;;;0,000;;0;0,025;0,000;181,202;-0,283;0,133;-0,150;334,56;38,328;-0,319;0,004;0,270;;;0,016;-0,049;219,530;-0,602;0,403;-0,199;4,50;0,390;;0;;;;;;1,8;24;0;0,156;2,4;24;0;0,209;0,30;24;0;0,026;0;0,390;;;;;;;;;;;;;;;;
20;8:00;09;2015;;26;18;5,5;356,90;91,396;-0,169;3:30;9,0;0,020;0,133;;0;0,031;-0,036;352,61;89,581;-0,056;;;;0,000;;0;0,031;-0,056;180,977;-0,225;0,133;-0,092;334,48;38,047;-0,281;0,004;0,270;;;0,019;-0,011;219,024;-0,506;0,403;-0,103;4,50;0,389;;0;;;;;;1,8;24;0;0,156;2,4;24;0;0,207;0,30;24;0;0,026;0;0,389;;;;;;;;;;;;;;;;
21;8:00;09;2015;;26;19;5,5;356,87;91,227;-0,169;3:30;9,0;0,020;0,133;;0;0,031;-0,036;352,61;89,581;0,000;;;;0,000;;0;0,031;0,000;180,808;-0,169;0,133;-0,036;334,39;37,731;-0,316;0,004;0,270;;;0,019;-0,046;218,539;-0,485;0,403;-0,082;4,50;0,389;796;309;301,90;0,156;0,147;0,303;#ÁVALOR!;1,8;24;0;0,156;2,4;24;0;0,207;0,30;24;0;0,026;0;0,389;;;;;;;;;;;;;;;;
22;8:00;09;2015;;30;19;4,3;356,85;91,114;-0,113;3:30;9,0;0,020;0,133;;0;0,024;0,020;352,61;89,581;0,000;;;;0,000;;0;0,025;0,000;180,695;-0,113;0,133;0,020;334,32;37,486;-0,245;0,004;0,251;;;0,015;0,006;218,181;-0,358;0,384;0,026;4,50;0,389;807;314;300,64;0,032;0,318;0,350;0,047;1,8;24;0;0,156;2,4;24;0;0,207;0,30;24;0;0,026;0;0,389;;;;;;;;;;;;;;;;
23;8:00;09;2015;;30;17;4,3;356,82;90,945;-0,169;3:30;9,0;0,020;0,133;;0;0,024;-0,036;352,60;89,524;-0,057;;;;0,000;;0;0,025;-0,057;180,469;-0,226;0,133;-0,093;334,24;37,208;-0,278;0,004;0,233;;;0,015;-0,045;217,677;-0,504;0,366;-0,138;4,50;0,389;;0;301,17;0,076;0,253;0,329;-0,021;1,8;24;0;0,156;2,4;24;0;0,207;0,30;24;0;0,026;0;0,389;;;;;;;;;;;;;;;;
24;8:00;09;2015;;29;16;5,3;356,79;90,777;-0,168;3:30;9,0;0,020;0,133;;0;0,030;-0,035;352,60;89,524;0,000;;;;0,000;;0;0,030;0,000;180,301;-0,168;0,133;-0,035;334,16;36,931;-0,277;0,004;0,233;;;0,018;-0,044;217,232;-0,445;0,366;-0,079;4,70;0,404;807;326;301,20;0,079;0,232;0,311;-0,018;1,8;24;0;0,156;2,6;22;0;0,223;0,30;24;0;0,026;0;0,404;;;;;;;;;;;;;;;;
25;8:00;09;2015;;26;18;4,1;356,76;90,608;-0,169;3:30;9,0;0,020;0,133;;0;0,023;-0,036;352,60;89,524;0,000;;;;0,000;;0;0,023;0,000;180,132;-0,169;0,133;-0,036;334,08;36,655;-0,276;0,004;0,233;;;0,014;-0,043;216,787;-0,445;0,366;-0,079;4,70;0,406;;0;300,53;0,025;0,304;0,329;0,018;1,8;24;0;0,156;2,6;24;0;0,225;0,30;24;0;0,026;0;0,406;;;;;;;;;;;;;;;;
26;8:00;09;2015;;27;15;3,8;356,73;90,440;-0,168;3:30;9,0;0,020;0,133;;0;0,021;-0,035;352,59;89,468;-0,056;;;;0,000;;0;0,021;-0,056;179,908;-0,224;0,133;-0,091;334,02;36,449;-0,206;0,004;0,232;;;0,013;0,026;216,357;-0,430;0,365;-0,065;4,90;0,423;;0;;;;;;1,9;23;0;0,164;2,7;23;0;0,233;0,30;24;0;0,026;0;0,423;;;;;;;;;;;;;;;;
27;8:00;09;2015;;27;14;4,3;356,70;90,272;-0,168;3:30;9,0;0,020;0,133;;0;0,024;-0,035;352,59;89,468;0,000;;;;0,000;;0;0,024;0,000;179,740;-0,168;0,133;-0,035;333,93;36,140;-0,309;0,004;0,232;;;0,015;-0,077;215,880;-0,477;0,365;-0,112;4,90;0,423;;0;;;;;;1,9;24;0;0,164;2,7;24;0;0,233;0,30;24;0;0,026;0;0,423;;;;;;;;;;;;;;;;
28;8:00;09;2015;;27;15;4,3;356,66;90,048;-0,224;3:30;9,0;0,020;0,133;;0;0,024;-0,091;352,58;89,412;-0,056;;;;0,000;;0;0,024;-0,056;179,460;-0,280;0,133;-0,147;333,86;35,902;-0,238;0,004;0,231;;;0,015;-0,007;215,362;-0,518;0,364;-0,154;4,90;0,423;807;342;301,32;0,091;0,114;0,205;#ÁVALOR!;1,9;24;0;0,164;2,7;24;0;0,233;0,30;24;0;0,026;0;0,423;;;;;;;;;;;;;;;;
29;8:00;09;2015;;24;18;4,6;356,63;89,881;-0,167;3:30;9,0;0,020;0,133;;0;0,026;-0,034;352,58;89,412;0,000;;;;0,000;;;0,026;0,000;179,293;-0,167;0,133;-0,034;333,78;35,630;-0,272;0,004;0,235;;;0,016;-0,037;214,923;-0,439;0,368;-0,071;4,70;0,407;796;324;301,05;0,066;0,126;0,192;-0,013;1,9;24;0;0,164;2,5;24;0;0,217;0,30;24;0;0,026;0;0,407;;;;;;;;;;;;;;;;
30;8:00;09;2015;14,4;24;14;2,2;356,62;89,825;-0,056;3:30;9,0;0,020;0,133;;0;0,012;0,077;352,58;89,412;0,000;;;;0,000;;0;0,012;0,000;179,237;-0,056;0,133;0,077;333,71;35,394;-0,236;0,004;0,230;;;0,007;-0,006;214,631;-0,292;0,363;0,071;4,70;0,406;;0;301,05;0,066;0,110;0,176;-0,016;1,9;24;0;0,164;2,5;24;0;0,216;0,30;24;0;0,026;0;0,406;;;;;;;;;;;;;;;;
1;8:00;10;2015;;24;14;2,9;356,60;89,714;-0,111;3:30;9,0;0,020;0,133;;0;0,016;0,022;352,58;89,412;0,000;;;;0,000;;0;0,016;0,000;179,126;-0,111;0,133;0,022;333,62;35,091;-0,303;0,004;0,229;;;0,010;-0,074;214,217;-0,414;0,362;-0,052;4,70;0,406;819;333;300,70;0,037;0,130;0,167;-0,453;1,9;24;0;0,164;2,5;24;0;0,216;0,30;24;0;0,026;0;0,406;;;;;;;;;;;;;;;;
2;8:00;10;2015;;26;14;2,9;356,56;89,491;-0,223;3:30;9,0;0,020;0,133;2352;313;0,016;-0,090;352,58;89,412;0,000;;;;0,000;;0;0,016;0,000;178,903;-0,223;0,133;-0,090;333,56;34,890;-0,201;0,004;0,229;;;0,010;0,028;213,793;-0,424;0,362;-0,062;4,60;0,399;;0;300,52;0,024;0,170;0,194;0,027;1,9;24;0;0,164;2,4;V;0;0,209;0,30;24;0;0,026;0;0,399;;;;;;;;;;;;;;;;
3;8:00;10;2015;;28;19;3,1;356,53;89,324;-0,167;3:30;9,0;0,020;0,133;;0;0,017;-0,034;352,58;89,412;0,000;;;;0,000;;0;0,017;0,000;178,736;-0,167;0,133;-0,034;333,49;34,656;-0,234;0,004;0,229;;;0,010;-0,005;213,392;-0,401;0,362;-0,039;4,50;0,391;;0;;;;;;1,9;24;0;0,164;2,3;V;0;0,201;0,30;24;0;0,026;0;0,391;;;;;;;;;;;;;;;;
4;8:00;10;2015;;26;17;3,1;356,50;89,158;-0,166;3:30;9,0;0,020;0,133;;0;0,017;-0,033;352,58;89,412;0,000;;;;0,000;;0;0,017;0,000;178,570;-0,166;0,133;-0,033;333,40;34,358;-0,298;0,004;0,228;;;0,010;-0,070;212,928;-0,464;0,361;-0,103;4,50;0,389;;0;;;;;;1,9;24;0;0,164;2,3;24;0;0,199;0,30;24;0;0,026;0;0,389;;;;;;;;;;;;;;;;
5;8:00;10;2015;;28;17;4,0;356,48;89,047;-0,111;3:30;9,0;0,020;0,133;;0;0,022;0,022;352,58;89,412;0,000;;;;0,000;;0;0,022;0,000;178,459;-0,111;0,133;0,022;333,32;34,093;-0,265;0,004;0,227;;;0,013;-0,038;212,552;-0,376;0,360;-0,016;4,50;0,389;807;314;301,05;0,066;0,050;0,116;#ÁVALOR!;1,9;24;0;0,164;2,3;24;0;0,199;0,30;24;0;0,026;0;0,389;;;;;;;;;;;;;;;;
6;8:00;10;2015;0,5;24;16;1,0;356,46;88,936;-0,111;2:14;9,0;0,020;0,092;2363;217;0,006;-0,019;352,58;89,412;0,000;;;;0,000;;0;0,006;0,000;178,348;-0,111;0,092;-0,019;333,24;33,831;-0,262;0,004;0,246;;;0,003;-0,016;212,179;-0,373;0,338;-0,035;4,20;0,363;;0;301,94;0,160;0,021;0,181;0,065;1,6;24;0;0,138;2,3;24;0;0,199;0,30;24;0;0,026;0;0,363;;;;;;;;;;;;;;;;
7;8:00;10;2015;0;24;16;2,2;356,44;88,826;-0,110;3:30;9,0;0,020;0,133;;0;0,012;0,023;352,58;89,412;0,000;;;;0,000;;0;0,012;0,000;178,238;-0,110;0,133;0,023;333,14;33,504;-0,327;0,004;0,28;;;0,007;-0,047;211,742;-0,437;0,413;-0,024;4,20;0,363;;0;301,89;0,155;0,243;0,398;0,217;1,6;24;0;0,138;2,3;24;0;0,199;0,30;24;0;0,026;0;0,363;;;;;;;;;;;;;;;;
8;8:00;10;2015;;25;14;3,4;356,42;88,715;-0,111;3:30;9,0;0,020;0,133;2340;311;0,019;0,022;352,58;89,412;0,000;;;;0,000;;0;0,019;0,000;178,127;-0,111;0,133;0,022;333,06;33,244;-0,260;0,004;0,25;;;0,011;-0,010;211,371;-0,371;0,383;0,012;4,20;0,363;784;284;301,40;0,099;0,338;0,437;0,039;1,6;24;0;0,138;2,3;24;0;0,199;0,30;24;0;0,026;0;0,363;;;;;;;;;;;;;;;;
