Dia;Hora;Mes;Anyo;Lluvia;Temperatura_Max;Temperatura_Min;Evaporacion;Cota_guadalhorce;Volumen_embalsado_guadalhorce;Variacion_volumen_guadalhorce;Tiempo_desembalse_guadalhorce;Caudal_desembalse_guadalhorce;Filtracion_guadalhorce;Volumen_desembalse_guadalhorce;Salinidad_guadalhorce;Toneladas_sal_guadalhorce;Volumen_evaporado_guadalhorce;Aportacion_aparente_guadalhorce;Cota_guadalteba;Volumen_embalsado_guadalteba;Variacion_volumen_guadalteba;Tiempo_desembalse_guadalteba;Caudal_desembalse_guadalteba;Filtraciones_guadalteba;Volumen_desembalse_guadalteba;Salinidad_guadalteba;Toneladas_sal_guadalteba;Volumen_evaporado_guadalteba;Aportacion_aparente_guadalteba;Volumen_total_guadalhorce_guadalteba;Variacion_total_guadalhorce_guadalteba;Desembalse_total_guadalhorce_guadalteba;Aportacion_aparente_total_guadalhorce_guadalteba;Cota_conde;Volumen_embalsado_conde;Variacion_volumen_conde;Filtraciones_conde;Volumen_desembalse_conde;Salinidad_conde;Toneladas_sal_conde;Volumen_evaporado_conde;Aportacion_aparente_conde;Volumen_total_guadalhorce_guadalteba_conde;Variacion_total_guadalhorce_guadalteba_conde;Desembalse_total_guadalhorce_guadalteba_conde;Aportacion_aparente_total_guadalhorce_guadalteba_conde;Caudal_total_demandas;Volumen_total_demandas;Salinidad_mezcla;Toneladas_sal_mezcla;Cota_gaitanejo;Volumen_gaitanejo;Volumen_central-reversible_tajo;Volumen_total_gaitanejo_tajo;Variacion_total_gaitanejo_tajo;Caudal_abastencimiento;Horas_abastecimiento;Min_abastecimiento;Volumen_abasteciemiento;Caudal_riego;Horas_riego;Min_riego;Volumen_riego;Caudal_ecologico;Horas_ecologico;Min_ecologico;Volumen_ecologico;Agua_sobrante;Total_volumen_abastecido;Aportacion_guadalhorce_tajo;Aportacion_arroyos_tajo;Total_aportacion
13;8:00;02;2019;;13;10;1,9;361,53;120,668;0,140;;;0,020;0,020;;0;0,013;0,160;361,53;147,757;0,151;;;;0,000;;0;0,014;0,151;268,425;0,291;0,020;0,311;339,71;58,978;0,091;0,004;0,004;;;0,009;0,095;327,403;0,382;0,024;0,406;;;;;;;;;;;24;0;;;24;0;;;24;0;;0;;;;
14;8:00;02;2019;;13;10;2,6;361,53;120,668;0,000;;;0,020;0,020;;0;0,018;0,020;361,53;147,757;0,000;;;;0,000;;0;0,020;0,000;268,425;0,000;0,020;0,020;339,71;58,978;0,000;0,004;0,019;;;0,012;0,019;327,403;0,000;0,039;0,039;;;;;;;;;;;24;0;;;24;0;;;24;0;;0;;;;
15;8:00;02;2019;;13;10;2,7;361,54;120,738;0,070;;;0,020;0,020;;0;0,019;0,090;361,54;147,833;0,076;;;;0,000;;0;0,021;0,076;268,571;0,146;0,020;0,166;339,70;58,933;-0,045;0,004;0,119;;;0,012;0,074;327,504;0,101;0,139;0,240;;;;;;;;;;;24;0;;;24;0;;;24;0;;0;;;;
16;8:00;02;2019;;13;11;2,1;361,56;120,879;0,141;;;0,020;0,020;;0;0,015;0,161;361,56;147,984;0,151;;;;0,000;;0;0,015855;0,151;268,863;0,292;0,020;0,312;339,71;58,978;0,045;0,004;0,004;;;0,009;0,049;327,841;0,337;0,024;0,361;;;;;;;;;;;24;0;;;24;0;;;24;0;;0;;;;
17;8:00;02;2019;;14;10;2,1;361,58;121,019;0,140;;;0,020;0,020;;0;0,015;0,160;361,58;148,135;0,151;;;;0,000;;0;0,015855;0,151;269,154;0,291;0,020;0,311;339,72;59,023;0,045;0,004;0,004;;;0,009;0,049;328,177;0,336;0,024;0,360;;;;;;;;;;;24;0;;;24;0;;;24;0;;0;;;;
18;8:00;02;2019;;14;10;3,5;361,60;121,160;0,141;;;0,020;0,020;;0;0,025;0,161;361,60;148,286;0,151;;;;0,000;;0;0,026;0,151;269,446;0,292;0,020;0,312;339,73;59,068;0,045;0,004;0,004;;;0,016;0,049;328,514;0,337;0,024;0,361;;;;;;;;;;;24;0;;;24;0;;;24;0;;0;;;;
19;8:00;02;2019;;14;10;2,3;361,63;121,371;0,211;02:00;20;0,020;0,164;;0;0,016;0,375;361,63;148,513;0,227;;;;0,000;;0;0,017;0,227;269,884;0,438;0,164;0,602;339,74;59,114;0,046;0,004;0,004;;;0,011;0,050;328,998;0,484;0,168;0,652;;;;;;;;;;;24;0;;;24;0;;;24;0;;0;;;;
20;8:00;02;2019;;16;9;1,9;361,63;121,371;0,000;;;0,020;0,020;;0;0,013;0,020;361,63;148,513;0,000;;;;0,000;;0;0,014;0,000;269,884;0,000;0,020;0,020;339,74;59,114;0,000;0,004;0,004;;;0,009;0,004;328,998;0,000;0,024;0,024;;;;;;;;;;;24;0;;;24;0;;;24;0;;0;;;;
21;8:00;02;2019;;15;10;2,1;361,64;121,441;0,070;;;0,020;0,020;;0;0,015;0,090;361,64;148,589;0,076;;;;0,000;;0;0,016;0,076;270,030;0,146;0,020;0,166;339,71;58,978;-0,136;0,004;0,125;;;0,010;-0,011;329,008;0,010;0,145;0,155;;;;;;;;;;;24;0;;;24;0;;;24;0;;0;;;;
22;8:00;02;2019;;14;10;2,7;361,63;121,371;-0,070;03:00;20;0,020;0,236;;0;0,019;0,166;361,63;148,513;-0,076;;;;0,000;;0;0,021;-0,076;269,884;-0,146;0,236;0,090;339,72;59,023;0,045;0,004;0,004;;;0,012;0,049;328,907;-0,101;0,240;0,139;;;;;;;;;;;24;0;;;24;0;;;24;0;;0;;;;
23;8:00;02;2019;;17;5;2,4;361,63;121,371;0,000;04:30;25;0,020;0,425;;0;0,017;0,425;361,63;148,513;0,000;;;;0,000;;0;0,018;0,000;269,884;0,000;0,425;0,425;339,73;59,068;0,045;0,004;0,004;;;0,011;0,049;328,952;0,045;0,429;0,474;;;;;;;;;;;24;0;;;24;0;;;24;0;;0;;;;
24;8:00;02;2019;;19;4;3,0;361,63;121,371;0,000;;;0,020;0,020;;0;0,021;0,020;361,63;148,513;0,000;;;;0,000;;0;0,023;0,000;269,884;0,000;0,020;0,020;339,74;59,114;0,046;0,004;0,004;;;0,014;0,050;328,998;0,046;0,024;0,070;;;;;;;;;;;24;0;;;24;0;;;24;0;;0;;;;
25;8:00;02;2019;;17;5;3,1;361,63;121,371;0,000;;;0,020;0,020;;0;0,022;0,020;361,63;148,513;0,000;;;;0,000;;0;0,023;0,000;269,884;0,000;0,020;0,020;339,74;59,114;0,000;0,004;0,004;;;0,014;0,004;328,998;0,000;0,024;0,024;;;;;;;;;;;24;0;;;24;0;;;24;0;;0;;;;
26;8:00;02;2019;;15;10;2,9;361,63;121,371;0,000;03:00;18;0,020;0,214;;0;0,020;0,214;361,63;148,513;0,000;;;;0,000;;0;0,022;0,000;269,884;0,000;0,214;0,214;339,74;59,114;0,000;0,004;0,004;;;0,013;0,004;328,998;0,000;0,218;0,218;;;;;;;;;;;24;0;;;24;0;;;24;0;;0;;;;
27;8:00;02;2019;;16;10;6,3;361,63;121,371;0,000;03:00;18;0,020;0,214;;0;0,044;0,214;361,63;148,513;0,000;;;;0,000;;0;0,047;0,000;269,884;0,000;0,214;0,214;339,74;59,114;0,000;0,004;0,004;;;0,029;0,004;328,998;0,000;0,218;0,218;;;;;;;;;;;24;0;;;24;0;;;24;0;;0;;;;
28;8:00;02;2019;;20;10;2,7;361,63;121,371;0,000;;;0,020;0,020;;0;0,019;0,020;361,63;148,513;0,000;;;;0,000;;0;0,020;0,000;269,884;0,000;0,020;0,020;339,75;59,159;0,045;0,004;0,004;;;0,012;0,049;329,043;0,045;0,024;0,069;;;;;;;;;;;24;0;;;24;0;;;24;0;;0;;;;
