Dia;Hora;Mes;Anyo;Lluvia;Temperatura_Max;Temperatura_Min;Evaporacion;Cota_guadalhorce;Volumen_embalsado_guadalhorce;Variacion_volumen_guadalhorce;Tiempo_desembalse_guadalhorce;Caudal_desembalse_guadalhorce;Filtracion_guadalhorce;Volumen_desembalse_guadalhorce;Salinidad_guadalhorce;Toneladas_sal_guadalhorce;Volumen_evaporado_guadalhorce;Aportacion_aparente_guadalhorce;Cota_guadalteba;Volumen_embalsado_guadalteba;Variacion_volumen_guadalteba;Tiempo_desembalse_guadalteba;Caudal_desembalse_guadalteba;Filtraciones_guadalteba;Volumen_desembalse_guadalteba;Salinidad_guadalteba;Toneladas_sal_guadalteba;Volumen_evaporado_guadalteba;Aportacion_aparente_guadalteba;Volumen_total_guadalhorce_guadalteba;Variacion_total_guadalhorce_guadalteba;Desembalse_total_guadalhorce_guadalteba;Aportacion_aparente_total_guadalhorce_guadalteba;Cota_conde;Volumen_embalsado_conde;Variacion_volumen_conde;Filtraciones_conde;Volumen_desembalse_conde;Salinidad_conde;Toneladas_sal_conde;Volumen_evaporado_conde;Aportacion_aparente_conde;Volumen_total_guadalhorce_guadalteba_conde;Variacion_total_guadalhorce_guadalteba_conde;Desembalse_total_guadalhorce_guadalteba_conde;Aportacion_aparente_total_guadalhorce_guadalteba_conde;Caudal_total_demandas;Volumen_total_demandas;Salinidad_mezcla;Toneladas_sal_mezcla;Cota_gaitanejo;Volumen_gaitanejo;Volumen_central-reversible_tajo;Volumen_total_gaitanejo_tajo;Variacion_total_gaitanejo_tajo;Caudal_abastencimiento;Horas_abastecimiento;Min_abastecimiento;Volumen_abasteciemiento;Caudal_riego;Horas_riego;Min_riego;Volumen_riego;Caudal_ecologico;Horas_ecologico;Min_ecologico;Volumen_ecologico;Agua_sobrante;Total_volumen_abastecido;Aportacion_guadalhorce_tajo;Aportacion_arroyos_tajo;Total_aportacion
11;8:00;01;2017;;14;2;1,8;352,63;69,355;-0,047;02:00;11;0,020;0,090;;0;0,008;0,043;345,35;55,970;0,000;;;;0,000;;0;0,007;0,000;125,325;-0,047;0,090;0,043;332,76;32,281;-0,032;0,004;0,004;;;0,006;-0,028;157,606;-0,079;0,094;0,015;1,95;0,168;;0;300,76;0,041;0,304;0,345;-0,036;1,6;24;0;0,138;0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;
12;8:00;01;2017;;16;2;1,5;352,64;69,402;0,047;;;0,020;0,020;;0;0,007;0,067;345,36;56,009;0,039;;;;0,000;;0;0,006;0,039;125,411;0,086;0,020;0,106;332,74;32,218;-0,063;0,004;0,113;;;0,005;0,050;157,629;0,023;0,133;0,156;1,95;0,168;;0;300,87;0,050;0,333;0,383;0,038;1,6;24;0;0,138;0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;
13;8:00;01;2017;;16;6;1,4;352,63;69,355;-0,047;02:00;11;0,020;0,092;;0;0,007;0,045;345,36;56,009;0,000;;;;0,000;;0;0,005;0,000;125,364;-0,047;0,092;0,045;332,75;32,249;0,031;0,004;0,004;;;0,004;0,035;157,613;-0,016;0,096;0,080;2,05;0,177;;0;300,88;0,051;0,318;0,369;-0,014;1,7;24;0;0,147;0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
14;8:00;01;2017;;12;3;0,6;352,64;69,402;0,047;;;0,020;0,020;;0;0,003;0,067;345,37;56,048;0,039;;;;0,000;;0;0,002;0,039;125,450;0,086;0,020;0,106;332,77;32,313;0,064;0,004;0,077;;;0,002;0,141;157,763;0,150;0,097;0,247;2,05;0,177;;0;;;;;;1,7;24;0;0,147;0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
15;8:00;01;2017;;12;0;1,9;352,65;69,449;0,047;;;0,020;0,020;;0;0,009;0,067;345,38;56,087;0,039;;;;0,000;;0;0,007;0,039;125,536;0,086;0,020;0,106;332,78;32,345;0,032;0,004;0,004;;;0,006;0,036;157,881;0,118;0,024;0,142;2,05;0,177;;0;;;;;;1,7;24;0;0,147;0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
16;8:00;01;2017;;11;0;1,0;352,66;69,497;0,048;;;0,020;0,020;2995;60;0,005;0,068;345,39;56,126;0,039;;;;0,000;;0;0,0039;0,039;125,623;0,087;0,020;0,107;332,74;32,218;-0,127;0,004;0,113;;;0,003;-0,014;157,841;-0,040;0,133;0,093;2,05;0,177;1310;232;300,95;0,057;0,200;0,257;#ÁVALOR!;1,7;24;0;0,147;0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
17;8:00;01;2017;;13;0;1,5;352,65;69,449;-0,048;01:55;11;0,020;0,090;;0;0,007;0,042;345,40;56,166;0,040;;;;0,000;;0;0,006;0,040;125,615;-0,008;0,090;0,082;332,75;32,249;0,031;0,004;0,004;;;0,005;0,035;157,864;0,023;0,094;0,117;2,05;0,177;;0;300,80;0,043;0,156;0,199;-0,058;1,7;24;0;0,147;0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
18;8:00;01;2017;;14;0;1,6;352,66;69,497;0,048;;;0,020;0,020;;0;0,008;0,068;345,41;56,205;0,039;;;;0,000;;0;0,006;0,039;125,702;0,087;0,020;0,107;332,71;32,122;-0,127;0,004;0,113;;;0,005;-0,014;157,824;-0,040;0,133;0,093;2,05;0,177;;0;300,95;0,057;0,155;0,212;0,013;1,7;24;0;0,147;0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
19;8:00;01;2017;0,2;8;0;1,9;352,65;69,449;-0,048;02:00;11;0,020;0,106;;0;0,009;0,058;345,42;56,244;0,039;;;;0,000;;0;0,007;0,039;125,693;-0,009;0,106;0,097;332,72;32,154;0,032;0,004;0,004;;;0,006;0,036;157,847;0,023;0,110;0,133;2,05;0,177;1299;230;301,34;0,093;0,001;0,094;-0,118;1,7;24;0;0,147;0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
20;8:00;01;2017;6,0;5;1;1,3;352,66;69,497;0,048;;;0,020;0,020;;0;0,006;0,068;345,44;56,323;0,079;;;;0,000;;0;0,005;0,079;125,820;0,127;0,020;0,147;332,70;32,091;-0,063;0,004;0,077;;;0,004;0,014;157,911;0,064;0,097;0,161;2,05;0,177;;0;;;;;;1,7;24;0;0,147;0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
21;8:00;01;2017;;8;1;0,5;352,64;69,402;-0,095;03:00;11;0,020;0,140;3007;421;0,002;0,045;345,46;56,402;0,079;;;;0,000;;0;0,002;0,079;125,804;-0,016;0,140;0,124;332,70;32,091;0,000;0,004;0,004;;;0,002;0,004;157,895;-0,016;0,144;0,128;2,05;0,177;;0;;;;;;1,7;24;0;0,147;0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
22;8:00;01;2017;;9;2;0,5;352,64;69,402;0,000;;;0,020;0,020;;0;0,002;0,020;345,48;56,480;0,078;;;;0,000;;0;0,002;0,078;125,882;0,078;0,020;0,098;332,67;31,996;-0,095;0,004;0,113;;;0,002;0,018;157,878;-0,017;0,133;0,116;2,05;0,177;;0;;;;;;1,7;24;0;0,147;0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
23;8:00;01;2017;;12;3;1,3;352,62;69,307;-0,095;03:00;11;0,020;0,140;;0;0,006;0,045;345,49;56,520;0,040;;;;0,000;;0;0,005;0,040;125,827;-0,055;0,140;0,085;332,68;32,027;0,031;0,004;0,004;;;0,004;0,035;157,854;-0,024;0,144;0,120;2,05;0,177;;0;301,49;0,108;0,117;0,225;#ÁVALOR!;1,7;24;0;0,147;0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
24;8:00;01;2017;;11;1;0,6;352,64;69,402;0,095;;;0,020;0,020;3019;60;0,003;0,115;345,50;56,559;0,039;;;;0,000;;0;0,002;0,039;125,961;0,134;0,020;0,154;332,64;31,901;-0,126;0,004;0,113;;;0,002;-0,013;157,862;0,008;0,133;0,141;2,25;0,194;1322;257;300,87;0,050;0,169;0,219;-0,006;1,9;24;0;0,164;0;24;0;0,000;0,35;24;0;0,030;0;0,194;;;
25;8:00;01;2017;;12;1;1,4;352,62;69,307;-0,095;03:00;11;0,020;0,137;;0;0,007;0,042;345,51;56,599;0,040;;;;0,000;;0;0,006;0,040;125,906;-0,055;0,137;0,082;332,66;31,964;0,063;0,004;0,004;;;0,004;0,067;157,870;0,008;0,141;0,149;2,25;0,194;;0;301,78;0,137;0,080;0,217;-0,002;1,9;24;0;0,164;0;24;0;0,000;0,35;24;0;0,030;0;0,194;;;
26;8:00;01;2017;;13;1;1,4;352,63;69,355;0,048;;;0,020;0,020;;0;0,007;0,068;345,51;56,599;0,000;;;;0,000;;0;0,006;0,000;125,954;0,048;0,020;0,068;332,63;31,869;-0,095;0,004;0,077;;;0,004;-0,018;157,823;-0,047;0,097;0,050;2,25;0,194;;0;300,81;0,044;0,076;0,120;-0,097;1,9;24;0;0,164;0;24;0;0,000;0,35;24;0;0,030;0;0,194;;;
27;8:00;01;2017;3,8;12;4;2,0;352,61;69,260;-0,095;03:00;11;0,020;0,135;3065;414;0,010;0,040;345,52;56,638;0,039;;;;0,000;;0;0,008;0,039;125,898;-0,056;0,135;0,079;332,64;31,901;0,032;0,004;0,004;;;0,006;0,036;157,799;-0,024;0,139;0,115;2,25;0,194;1404;273;301,17;0,076;0,015;0,091;-0,029;1,9;24;0;0,164;0;24;0;0,000;0,35;24;0;0,030;0;0,194;;;
28;8:00;01;2017;5,7;12;6;0,8;352,63;69,355;0,095;;;0,020;0,026;;0;0,004;0,121;345,53;56,677;0,039;;;;0,000;;0;0,003;0,039;126,032;0,134;0,026;0,160;332,61;31,806;-0,095;0,004;0,149;;;0,003;0,054;157,838;0,039;0,175;0,214;2,25;0,194;;0;;;;;;1,9;24;0;0,164;0;24;0;0,000;0,35;24;0;0,030;0;0,194;;;
29;8:00;01;2017;;12;5;0,2;352,61;69,260;-0,095;03:00;11;0,020;0,140;;0;0,001;0,045;345,54;56,717;0,040;;;;0,000;;0;0,001;0,040;125,977;-0,055;0,140;0,085;332,62;31,838;0,032;0,004;0,004;;;0,001;0,036;157,815;-0,023;0,144;0,121;2,25;0,194;;0;;;;;;1,9;24;0;0,164;0;24;0;0,000;0,35;24;0;0,030;0;0,194;;;
30;8:00;01;2017;;14;4;0,2;352,62;69,307;0,047;;;0,020;0,020;;0;0,001;0,067;345,54;56,717;0,000;;;;0,000;;0;0,001;0,000;126,024;0,047;0,020;0,067;332,58;31,712;-0,126;0,004;0,149;;;0,001;0,023;157,736;-0,079;0,169;0,090;2,25;0,194;;0;301,70;0,129;-0,013;0,116;#ÁVALOR!;1,9;24;0;0,164;0;24;0;0,000;0,35;24;0;0,030;0;0,194;;;
31;8:00;01;2017;;16;4;1,4;352,61;69,260;-0,047;02:50;11;0,020;0,133;;0;0,007;0,086;345,56;56,796;0,079;;;;0,000;;0;0,00553;0,079;126,056;0,032;0,133;0,165;332,60;31,775;0,063;0,004;0,004;;;0,004;0,067;157,831;0,095;0,137;0,232;1,95;0,170;;0;301,28;0,087;0,107;0,194;0,078;1,6;24;0;0,140;0;24;0;0,000;0,35;24;0;0,030;0;0,170;;;
1;8:00;02;2017;;15;7;6,5;352,62;69,307;0,047;;;0,020;0,020;;0;0,031;0,067;345,56;56,796;0,000;;;;0,000;;0;0,026;0,000;126,103;0,047;0,020;0,067;332,57;31,680;-0,095;0,004;0,113;;;0,021;0,018;157,783;-0,048;0,133;0,085;1,95;0,168;;0;301,04;0,065;0,123;0,188;-0,006;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;
2;8:00;02;2017;;16;6;1,5;352,60;69,213;-0,094;03:00;11;0,020;0,143;3065;438;0,007;0,049;345,57;56,835;0,039;;;;0,000;;0;0,006;0,039;126,048;-0,055;0,143;0,088;332,59;31,743;0,063;0,004;0,004;;;0,005;0,067;157,791;0,008;0,147;0,155;1,95;0,168;;0;301,43;0,102;0,160;0,262;0,074;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;
3;8:00;02;2017;1,0;16;7;1,0;352,61;69,260;0,047;;;0,020;0,020;2691;;0,005;0,067;345,59;56,914;0,079;;;;0,000;;0;0,004;0,079;126,174;0,126;0,020;0,146;332,56;31,649;-0,094;0,004;0,113;;;0,003;0,019;157,823;0,032;0,133;0,165;1,95;0,168;1381;233;301,26;0,085;0,170;0,255;-0,007;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;
4;8:00;02;2017;;16;8;1,2;352,59;69,165;-0,095;03:30;11;0,020;0,156;3077;480;0,006;0,061;345,60;56,954;0,040;;;;0,000;;0;0,005;0,040;126,119;-0,055;0,156;0,101;332,57;31,680;0,031;0,004;0,004;;;0,004;0,035;157,799;-0,024;0,160;0,136;1,95;0,168;;0;;;;;;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;
5;8:00;02;2017;1,5;16;9;1,3;352,60;69,213;0,048;;;0,020;0,020;;0;0,006;0,068;345,61;56,994;0,040;;;;0,000;;0;0,005;0,040;126,207;0,088;0,020;0,108;332,55;31,617;-0,063;0,004;0,113;;;0,004;0,050;157,824;0,025;0,133;0,158;1,95;0,168;;0;;;;;;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;
6;8:00;02;2017;;15;6;1,6;352,57;69,071;-0,142;03:30;11;0,020;0,156;;0;0,008;0,014;345,62;57,033;0,039;;;;0,000;293;0;0,006;0,039;126,104;-0,103;0,156;0,053;332,56;31,649;0,032;0,004;0,004;;;0,005;0,036;157,753;-0,071;0,160;0,089;1,95;0,168;1392;235;301,76;0,135;0,153;0,288;#ÁVALOR!;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;
7;8:00;02;2017;;17;5;4,9;352,57;69,071;0,000;;;0,020;0,020;;0;0,023;0,020;345,59;56,914;-0,119;03:30;11;;0,136;;0;0,019;0,017;125,985;-0,119;0,156;0,037;332,57;31,680;0,031;0,004;0,004;;;0,015;0,035;157,665;-0,088;0,160;0,072;1,95;0,168;;0;301,49;0,108;0,230;0,338;0,050;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;
8;8:00;02;2017;;18;6;1,5;352,55;68,977;-0,094;03:00;11;0,020;0,156;;0;0,007;0,062;345,60;56,954;0,040;;;;0,000;;0;0,006;0,040;125,931;-0,054;0,156;0,102;332,58;31,712;0,032;0,004;0,004;;;0,005;0,036;157,643;-0,022;0,160;0,138;1,95;0,168;;0;301,51;0,110;0,211;0,321;-0,017;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;
9;8:00;02;2017;;14;1;3,5;352,55;68,977;0,000;;;0,020;0,020;;0;0,017;0,020;345,58;56,875;-0,079;03:00;11;;0,116;;0;0,014;0,037;125,852;-0,079;0,136;0,057;332,59;31,743;0,031;0,004;0,004;;;0,011;0,035;157,595;-0,048;0,140;0,092;1,95;0,168;1404;237;301,72;0,131;0,188;0,319;-0,002;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;
10;8:00;02;2017;3,2;13;0;3,2;352,54;68,929;-0,048;02:30;11;0,020;0,128;3159;404;0,015;0,080;345,59;56,914;0,039;;;;0,000;;0;0,012;0,039;125,843;-0,009;0,128;0,119;332,62;31,838;0,095;0,004;0,004;;;0,010;0,099;157,681;0,086;0,132;0,218;1,95;0,168;;;301,78;0,137;0,276;0,413;0,094;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;
11;8:00;02;2017;8,5;10;7;0,5;352,55;68,977;0,048;;;0,020;0,020;;0;0,002;0,068;345,60;56,954;0,040;03:00;11;;0,115;;0;0,002;0,155;125,931;0,088;0,135;0,223;332,64;31,901;0,063;0,004;0,004;;;0,002;0,067;157,832;0,151;0,139;0,290;1,95;0,168;;0;;;;;;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;
12;8:00;02;2017;8,8;12;7;1,3;352,62;69,307;0,330;02:30;11;0,020;0,116;;0;0,006;0,446;345,61;56,994;0,040;;;;0,000;;0;0,005;0,040;126,301;0,370;0,116;0,486;332,67;31,996;0,095;0,004;0,004;;;0,004;0,099;158,297;0,465;0,120;0,585;1,95;0,168;;0;;;;;;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;
13;8:00;02;2017;25,5;13;11;1,1;352,72;69,781;0,474;;;0,020;0,020;;0;0,005;0,494;345,63;57,073;0,079;;;;0,000;;0;0,004;0,079;126,854;0,553;0,020;0,573;332,95;32,889;0,893;0,004;0,113;;;0,004;1,006;159,743;1,446;0,133;1,579;1,95;0,168;1404;237;301,53;0,112;0,290;0,402;#ÁVALOR!;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;
14;8:00;02;2017;;14;5;1,0;352,88;70,543;0,762;02:20;11;0,020;0,112;3042;341;0,005;0,874;345,66;57,192;0,119;;;;0,000;;0;0,004;0,119;127,735;0,881;0,112;0,993;333,46;34,557;1,668;0,004;0,004;;;0,003;1,672;162,292;2,549;0,116;2,665;2,25;0,193;;0;301,81;0,143;0,395;0,538;0,136;1,9;24;0;0,163;0,0;24;0;0,000;0,35;24;0;0,030;0;0,193;;;
15;8:00;02;2017;;16;5;1,3;352,94;70,830;0,287;;;0,020;0,020;;0;0,006;0,307;345,69;57,311;0,119;;;;0,000;;0;0,005;0,119;128,141;0,406;0,020;0,426;333,62;35,091;0,534;0,004;0,116;;;0,004;0,650;163,232;0,940;0,136;1,076;2,25;0,194;1392;271;301,79;0,139;0,402;0,541;0,003;1,9;24;0;0,164;0,0;24;0;0,000;0,35;24;0;0,030;0;0,194;;;
16;8:00;02;2017;;16;11;4,4;352,96;70,926;0,096;02:30;11;0,020;0,116;;0;0,021;0,212;345,71;57,390;0,079;;;;0,000;;0;0,01738;0,079;128,316;0,175;0,116;0,291;333,74;35,495;0,404;0,004;0,004;;;0,015;0,408;163,811;0,579;0,120;0,699;2,25;0,194;;0;301,63;0,122;0,395;0,517;-0,024;1,9;24;0;0,164;0,0;24;0;0,000;0,35;24;0;0,030;0;0,194;;;
17;8:00;02;2017;;14;11;4,2;353,00;71,118;0,192;00:06;11;0,020;0,024;;0;0,020;0,216;345,74;57,509;0,119;;;;0,000;;0;0,01666;0,119;128,627;0,311;0,024;0,335;333,82;35,766;0,271;0,004;0,004;;;0,014;0,275;164,393;0,582;0,028;0,610;2,45;0,212;;0;301,64;0,123;0,277;0,400;-0,117;2,1;24;0;0,181;0,0;24;0;0,000;0,35;24;0;0,030;0;0,212;;;
18;8:00;02;2017;;14;7;1,5;353,03;71,262;0,144;;;0,020;0,020;;0;0,007;0,164;345,76;57,589;0,080;;;;0,000;;0;0,006;0,080;128,851;0,224;0,020;0,244;333,88;35,970;0,204;0,004;0,004;;;0,005;0,208;164,821;0,428;0,024;0,452;2,45;0,212;;0;;;;;;2,1;24;0;0,181;0,0;24;0;0,000;0,35;24;0;0,030;0;0,212;;;
19;8:00;02;2017;11,5;16;7;1,5;353,07;71,454;0,192;;;0,020;0,020;;0;0,007;0,212;345,80;57,748;0,159;;;;0,000;;0;0,006;0,159;129,202;0,351;0,020;0,371;333,93;36,140;0,170;0,004;0,080;;;0,005;0,250;165,342;0,521;0,100;0,621;2,45;0,212;;0;;;;;;2,1;24;0;0,181;0,0;24;0;0,000;0,35;24;0;0,030;0;0,212;;;
20;8:00;02;2017;8,4;12;9;1,5;353,18;71,985;0,531;;;0,020;0,020;;0;0,007;0,551;345,83;57,868;0,120;;;;0,000;;0;0,006;0,120;129,853;0,651;0,020;0,671;334,01;36,414;0,274;0,004;0,004;;;0,005;0,278;166,267;0,925;0,024;0,949;2,15;0,188;;0;301,00;0,061;0,050;0,111;#ÁVALOR!;1,8;24;0;0,158;0,0;24;0;0,000;0,35;24;0;0,030;0;0,188;;;
21;8:00;02;2017;;14;9;1,4;353,18;71,985;0,000;03:00;20;0,020;0,236;3182;751;0,007;0,236;345,87;58,027;0,159;;;;0,000;;0;0,006;0,159;130,012;0,159;0,236;0,395;334,13;36,827;0,413;0,004;0,080;;;0,005;0,493;166,839;0,572;0,316;0,888;2,15;0,186;;0;301,69;0,128;0,203;0,331;0,220;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;
22;8:00;02;2017;;14;9;1,3;353,22;72,178;0,193;;;0,020;0,020;3100;62;0,006;0,213;345,90;58,147;0,120;0:20;20;;0,024;;0;0,005;0,144;130,325;0,313;0,044;0,357;334,22;37,139;0,312;0,004;0,004;;;0,005;0,316;167,464;0,625;0,048;0,673;2,15;0,186;1404;261;300,59;0,029;0,270;0,299;-0,032;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;
23;8:00;02;2017;6,5;17;9;1,6;353,26;72,372;0,194;;;0,020;0,020;3092;62;0,008;0,214;345,93;58,267;0,120;0:15;14,5;;0,013;;0;0,006;0,133;130,639;0,314;0,033;0,347;334,26;37,277;0,138;0,004;0,080;;;0,006;0,218;167,916;0,452;0,113;0,565;2,15;0,186;;0;300,54;0,025;0,245;0,270;-0,029;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;
